from_totally_fake_account,total_amount
25834.0,14629.429999999984
25837.0,32226.28000000008
25838.0,13584.199999999986
25859.0,15270.009999999947
25860.0,29253.850000000224
25866.0,14448.599999999991
25867.0,14657.37999999999
25901.0,33361.87000000008
25906.0,17565.37999999999
25908.0,17452.71999999999
25930.0,29348.060000000056
25933.0,27602.42
25942.0,28995.03000000005
25945.0,22947.07000000001
25965.0,26112.37
25975.0,19400.130000000016
25990.0,16474.129999999986
25997.0,18395.39
26003.0,21672.89000000002
26016.0,13310.789999999997
26047.0,17939.23
26052.0,32839.610000000284
26061.0,26522.450000000128
26091.0,14043.829999999958
26127.0,33773.61000000009
26146.0,18960.390000000003
26149.0,21414.330000000027
26150.0,22372.540000000048
26170.0,29377.480000000083
26173.0,20812.200000000048
26176.0,15223.87999999999
26197.0,17127.379999999994
26230.0,28615.110000000066
26232.0,25088.02000000001
26242.0,15204.239999999993
26244.0,30991.73000000004
26258.0,13806.889999999983
26262.0,30543.77000000007
26263.0,12510.12
26278.0,37219.04000000004
26316.0,20324.89999999999
26322.0,15299.819999999992
26374.0,20198.900000000027
26390.0,27974.370000000046
26397.0,26788.490000000038
26413.0,24379.240000000005
26439.0,18669.25000000001
26447.0,20837.54000000002
26464.0,18324.440000000013
26470.0,15736.169999999987
26475.0,20109.950000000026
26499.0,22977.510000000042
26507.0,18663.98000000002
26508.0,11312.739999999978
26523.0,18294.230000000032
26524.0,13174.87999999999
26534.0,19443.050000000014
26536.0,14838.889999999987
26542.0,35434.16000000005
26558.0,21371.190000000028
26568.0,24600.080000000176
26630.0,16233.889999999994
26646.0,33337.920000000006
26652.0,19794.89000000001
26688.0,31607.58000000006
26714.0,26619.240000000053
26731.0,38727.97000000019
26737.0,29925.060000000074
26805.0,31090.080000000093
26813.0,18411.950000000008
26814.0,21536.43000000004
26819.0,20227.920000000024
26824.0,28571.850000000017
26842.0,25001.130000000052
26846.0,21202.990000000045
26847.0,13655.679999999995
26890.0,21588.340000000044
26937.0,17320.169999999995
26955.0,15019.199999999986
26969.0,16397.58
27006.0,15721.229999999996
27035.0,15583.790000000006
27046.0,31503.080000000264
27062.0,28398.019999999997
27082.0,24623.380000000034
27124.0,35153.860000000284
27134.0,17251.93999999999
27135.0,23884.160000000065
27145.0,35614.960000000065
27151.0,18022.21
27168.0,16921.119999999988
27171.0,30480.440000000053
27173.0,28982.370000000068
27180.0,31622.46999999999
27197.0,12217.039999999983
27204.0,22481.580000000038
27223.0,12154.639999999998
27266.0,32720.82000000001
27287.0,32590.57000000006
27292.0,17959.53999999999
27295.0,30174.290000000092
27296.0,18191.86999999999
27300.0,16648.489999999994
27308.0,18841.440000000006
27331.0,28389.390000000007
27333.0,21185.88000000006
27338.0,27024.050000000054
27342.0,23631.520000000117
27355.0,21666.38000000001
27372.0,31273.3
27399.0,15255.429999999957
27402.0,13568.769999999993
27406.0,18038.710000000017
27409.0,14494.019999999993
27411.0,34027.900000000096
27422.0,23990.66000000005
27425.0,27073.360000000077
27459.0,15457.329999999989
27467.0,30046.01000000001
27522.0,14588.740000000003
27547.0,17109.350000000002
27548.0,13168.179999999986
27550.0,21571.220000000023
27552.0,16634.789999999997
27555.0,16060.13000000001
27575.0,36336.40000000029
27585.0,28989.450000000066
27594.0,17266.779999999995
27618.0,35222.45000000006
27628.0,13340.850000000008
27641.0,39339.25000000008
27649.0,28645.41000000006
27650.0,20495.810000000027
27655.0,12483.269999999986
27661.0,19761.36000000004
27662.0,20185.850000000002
27678.0,36727.32000000027
27697.0,20955.540000000048
27700.0,20115.42000000002
27704.0,21111.050000000116
27746.0,18135.249999999996
27758.0,24104.57000000005
27784.0,20505.20000000003
27794.0,13355.029999999999
27801.0,37878.20000000005
27826.0,25759.900000000034
27860.0,19369.909999999996
27867.0,17650.780000000002
27872.0,16792.659999999996
27887.0,18751.189999999995
27892.0,15885.480000000001
27895.0,31747.200000000073
27899.0,35280.97000000025
27903.0,18815.690000000006
27940.0,14019.269999999995
27941.0,20540.310000000027
27971.0,33247.58000000026
27975.0,15635.239999999985
27979.0,22772.33000000005
27983.0,17657.400000000005
27990.0,22805.610000000015
28032.0,15707.359999999986
28056.0,22774.67000000001
28085.0,19067.300000000003
28095.0,16027.66
28155.0,34412.12000000005
28173.0,15718.199999999999
28181.0,28380.660000000018
28225.0,17742.899999999987
28234.0,19929.360000000015
28242.0,18696.080000000034
28247.0,15752.31999999999
28251.0,26147.200000000063
28272.0,20095.32000000003
28287.0,26969.470000000012
28288.0,14589.039999999985
28313.0,17934.679999999997
28316.0,21823.460000000076
28329.0,23209.10000000016
28366.0,17890.899999999998
28381.0,25733.420000000006
28386.0,16445.29999999999
28391.0,23247.640000000014
28399.0,19100.829999999998
28420.0,26893.580000000205
28441.0,16946.25
28442.0,20144.73000000002
28445.0,28130.91000000006
28448.0,33858.79000000025
28474.0,30501.469999999994
28476.0,22630.81000000009
28479.0,30659.670000000006
28492.0,13787.739999999987
28513.0,33952.58000000021
28516.0,32519.630000000074
28521.0,19014.440000000024
28542.0,18952.12000000004
28551.0,32995.81000000003
28559.0,23159.1900000001
28572.0,20742.07000000002
28574.0,18828.740000000005
28582.0,34403.10000000023
28603.0,17895.52000000001
28620.0,26024.940000000013
28641.0,32922.29000000022
28656.0,36473.38000000009
28669.0,28573.460000000065
28672.0,18322.899999999998
28673.0,18340.570000000003
28676.0,15671.749999999936
28681.0,17945.82
28684.0,20125.500000000007
28690.0,20883.550000000032
28692.0,31920.550000000054
28717.0,28095.089999999997
28719.0,36224.66000000007
28721.0,15086.109999999988
28735.0,31166.150000000078
28744.0,32682.950000000088
28750.0,22595.640000000112
28753.0,22062.11000000005
28767.0,35726.320000000276
28776.0,16673.409999999974
28787.0,26455.350000000075
28790.0,18497.080000000005
28803.0,16996.449999999986
28823.0,13149.969999999983
28845.0,30555.060000000234
28862.0,31549.13000000007
28873.0,34650.98000000025
28887.0,19680.12000000003
28972.0,22184.29000000015
28976.0,21995.43000000002
28992.0,29515.800000000065
28993.0,10690.499999999996
29008.0,18719.330000000016
29030.0,16638.899999999994
29038.0,22542.630000000074
29051.0,22668.37000000012
29058.0,24341.460000000043
29069.0,14966.74999999998
29087.0,29834.070000000003
29111.0,35252.97000000004
29113.0,27572.200000000055
29118.0,16401.32
29136.0,20595.51000000004
29141.0,17647.24
29151.0,16474.759999999995
29164.0,22710.730000000025
29168.0,19985.090000000033
29172.0,14998.339999999993
29173.0,20075.230000000003
29198.0,22526.59000000002
29202.0,21399.56000000002
29210.0,10077.869999999997
29211.0,14711.48999999999
29240.0,25094.08000000015
29242.0,22899.83000000004
29245.0,16647.77999999997
29259.0,17944.820000000007
29264.0,16160.739999999983
29270.0,19752.680000000008
29292.0,22444.25000000003
29302.0,37015.130000000085
29303.0,19023.71000000002
29305.0,16321.33999999998
29308.0,26978.720000000056
29312.0,19160.729999999996
29314.0,15809.31999999999
29326.0,31223.180000000066
29340.0,37450.54000000016
29366.0,30825.230000000087
29401.0,18251.36000000001
29403.0,21547.810000000125
29410.0,27531.160000000084
29414.0,21158.560000000038
29418.0,20142.679999999997
29422.0,20803.070000000032
29439.0,20602.930000000004
29443.0,32425.140000000087
29448.0,32980.77000000003
29449.0,33635.87000000025
29460.0,21542.890000000072
29491.0,16261.089999999984
29529.0,12470.979999999983
29536.0,12873.119999999975
29546.0,31633.840000000033
29600.0,17313.249999999996
29648.0,17458.069999999985
29649.0,32163.090000000237
29677.0,13852.049999999977
29686.0,14735.329999999987
29692.0,15166.119999999994
29699.0,18834.050000000007
29702.0,31270.03000000007
29707.0,16641.25999999999
29708.0,21942.880000000117
29720.0,16778.969999999994
29756.0,23922.860000000055
29764.0,17832.37999999998
29798.0,32844.89000000031
29810.0,19852.57000000001
29813.0,13730.009999999982
29825.0,19059.94000000003
29848.0,26761.360000000066
29859.0,18922.110000000022
29861.0,19353.220000000005
29869.0,17740.829999999973
29890.0,18508.740000000013
29918.0,38597.67000000007
29922.0,22816.26000000003
29926.0,19585.47000000002
29934.0,18093.780000000006
29936.0,30660.690000000046
29962.0,15262.829999999994
29974.0,29608.360000000055
29979.0,13000.419999999993
29987.0,24378.250000000025
29993.0,25693.740000000016
30037.0,14857.529999999993
30040.0,18132.79000000002
30041.0,18506.580000000013
30050.0,28853.100000000173
30053.0,15657.17999999998
30072.0,27425.97000000006
30075.0,35672.830000000264
30077.0,31561.44999999998
30082.0,19252.630000000005
30084.0,16820.98
30096.0,31870.680000000073
30101.0,34799.83000000009
30122.0,34434.07000000026
30125.0,35202.66000000009
30126.0,19487.99
30129.0,16587.779999999988
30143.0,21538.390000000007
30158.0,18988.85000000002
30161.0,27008.11000000019
30179.0,22281.980000000007
30197.0,34399.28000000025
30198.0,13927.40999999999
30200.0,34473.20000000003
30204.0,20926.390000000025
30208.0,32611.860000000088
30211.0,29761.05000000008
30216.0,16150.649999999994
30217.0,29247.610000000233
30254.0,17198.439999999995
30269.0,15757.009999999993
30277.0,14881.019999999993
30279.0,31505.430000000233
30289.0,29680.94000000006
30292.0,20856.20000000006
30302.0,31822.840000000302
30305.0,20727.89000000003
30311.0,19780.690000000064
30331.0,35093.67000000005
30337.0,18293.129999999997
30342.0,17820.290000000005
30350.0,38731.6800000002
30352.0,23373.50000000002
30365.0,22606.000000000135
30379.0,32694.090000000004
30386.0,20324.550000000007
30397.0,15528.319999999989
30430.0,16372.179999999944
30473.0,36174.68000000024
30475.0,15700.69999999993
30479.0,28105.920000000053
30489.0,36458.97000000024
30497.0,18678.400000000016
30508.0,22060.650000000034
30536.0,14685.799999999956
30553.0,40008.8400000002
30605.0,24903.72000000015
30617.0,10550.31
30621.0,30627.410000000065
30625.0,11554.689999999984
30638.0,18444.039999999986
30643.0,23486.530000000028
30655.0,37640.860000000066
30659.0,16105.899999999981
30673.0,16118.889999999989
30728.0,33318.66000000023
30758.0,17058.840000000015
30760.0,20796.520000000106
30772.0,15362.919999999975
30868.0,32347.390000000054
30873.0,18762.040000000015
30875.0,32648.280000000017
30885.0,16240.249999999985
30886.0,26986.27000000005
30891.0,17792.359999999993
30894.0,20717.010000000002
30913.0,13754.929999999973
30923.0,18422.199999999997
30942.0,18033.629999999994
30949.0,19695.69000000002
30962.0,27198.630000000216
30976.0,35228.050000000054
30986.0,32423.920000000242
30999.0,16036.809999999987
31002.0,19457.860000000008
31018.0,15688.219999999996
31030.0,16997.559999999998
31043.0,33079.87000000004
31053.0,17685.40000000001
31056.0,16490.469999999983
31063.0,34112.260000000075
31091.0,16850.049999999992
31105.0,13637.359999999993
31119.0,30026.090000000055
31134.0,14802.669999999947
31140.0,18742.55000000002
31151.0,17566.449999999986
31155.0,20707.320000000094
31184.0,15424.16999999998
31243.0,19125.910000000033
31249.0,30348.050000000232
31267.0,18048.830000000005
31285.0,13802.119999999986
31291.0,32030.980000000025
31299.0,20463.39000000009
31302.0,21741.70000000001
31303.0,15526.589999999998
31329.0,22313.76000000012
31354.0,17102.020000000015
31370.0,17874.800000000007
31400.0,32047.02000000001
31418.0,18826.47000000001
31438.0,27812.660000000033
31467.0,19216.780000000086
31468.0,21420.730000000032
31469.0,19202.16000000001
31489.0,18757.02000000004
31494.0,25423.86000000003
31502.0,18168.520000000008
31509.0,17152.11
31514.0,13463.199999999979
31522.0,17806.839999999982
31540.0,9434.369999999986
31543.0,19561.12000000001
31544.0,18498.80000000001
31550.0,36737.740000000034
31551.0,20033.81000000006
31562.0,16225.069999999987
31596.0,23154.03000000004
31650.0,24254.51000000015
31655.0,20396.890000000018
31659.0,34253.24000000007
31664.0,26948.520000000048
31673.0,24606.210000000006
31681.0,14923.799999999977
31686.0,16310.319999999936
31703.0,22519.31000000001
31707.0,17702.22000000001
31726.0,19440.76000000005
31749.0,18682.520000000022
31763.0,18525.399999999994
31770.0,36865.93000000019
31789.0,19622.549999999996
31792.0,20543.230000000054
31797.0,30480.300000000003
31803.0,29896.499999999993
31814.0,15164.31999999999
31817.0,22220.32000000004
31827.0,23440.45000000004
31832.0,21745.46000000002
31834.0,25126.36000000005
31840.0,24403.060000000005
31842.0,31143.120000000064
31871.0,29752.070000000025
31891.0,34430.55999999998
31898.0,20900.010000000013
31907.0,13233.48999999999
31910.0,18426.42000000001
31938.0,17686.659999999985
31940.0,19148.559999999998
31948.0,18868.379999999997
31949.0,22529.49000000002
31957.0,20521.220000000085
31962.0,20201.470000000012
31974.0,18543.960000000032
32016.0,14585.509999999975
32029.0,30887.92000000009
32035.0,18461.39
32065.0,21152.240000000016
32075.0,18562.290000000008
32108.0,14492.679999999975
32109.0,17712.66
32112.0,17836.620000000003
32131.0,14913.419999999995
32146.0,17514.810000000005
32150.0,31737.190000000075
32156.0,22102.740000000016
32166.0,24997.050000000163
32167.0,19359.399999999994
32168.0,15038.329999999996
32185.0,33540.42000000006
32186.0,29451.730000000218
32197.0,19786.180000000084
32209.0,11755.069999999983
32221.0,18838.83000000001
32242.0,16259.299999999997
32260.0,12958.589999999997
32283.0,38409.77000000008
32308.0,35933.21000000001
32326.0,22297.92000000001
32333.0,14409.989999999963
32345.0,22482.940000000133
32382.0,15007.679999999958
32387.0,20230.950000000023
32391.0,28477.100000000064
32392.0,14347.650000000005
32402.0,12072.029999999984
32403.0,28609.150000000056
32413.0,19102.809999999994
32418.0,36410.84000000023
32437.0,14805.199999999977
32452.0,22282.860000000095
32491.0,14371.969999999992
32498.0,23217.080000000038
32516.0,13676.789999999985
32521.0,25835.000000000164
32534.0,18644.910000000014
32541.0,35883.41000000025
32573.0,28127.420000000053
32587.0,27831.800000000047
32614.0,12945.36999999999
32619.0,34582.99
32635.0,21721.020000000106
32641.0,19087.330000000024
32649.0,35460.169999999984
32661.0,21580.000000000033
32692.0,26160.47000000005
32706.0,34013.57000000007
32732.0,14040.389999999992
32737.0,20044.749999999996
32754.0,34683.5200000001
32757.0,29766.100000000086
32759.0,30194.270000000073
32760.0,19806.330000000024
32767.0,20902.020000000088
32768.0,20152.500000000022
32790.0,11197.080000000009
32798.0,27679.870000000054
32807.0,31760.980000000098
32808.0,17405.329999999994
32827.0,23906.610000000106
32832.0,20851.280000000093
32838.0,16808.769999999993
32854.0,29221.900000000074
32858.0,14820.59999999999
32859.0,14572.979999999987
32865.0,18480.860000000004
32889.0,19993.530000000002
32891.0,32649.63000000008
32898.0,17930.399999999998
32955.0,31121.00000000022
32978.0,22877.920000000053
32988.0,19146.51
32991.0,20634.430000000026
32997.0,39759.67000000006
32998.0,35647.550000000236
33015.0,31183.540000000085
33018.0,19896.810000000023
33047.0,21092.550000000025
33051.0,19216.260000000013
33065.0,17769.73
33082.0,19775.320000000032
33086.0,30136.93000000005
33092.0,16663.909999999978
33112.0,17776.079999999998
33121.0,24320.610000000113
33124.0,10363.909999999983
33131.0,20915.070000000025
33132.0,18246.829999999994
33156.0,32349.540000000092
33192.0,30486.070000000054
33257.0,16583.229999999985
33266.0,32467.25000000008
33270.0,18470.83
33284.0,26172.640000000058
33298.0,35377.93000000006
33313.0,16186.050000000005
33321.0,21413.879999999997
33334.0,28242.510000000057
33335.0,14906.489999999989
33362.0,30962.25000000007
33411.0,31140.250000000062
33443.0,12622.299999999937
33483.0,20025.020000000022
33486.0,24049.06000000013
33491.0,27265.630000000045
33506.0,13500.169999999998
33512.0,15457.239999999989
33516.0,33296.77000000001
33524.0,27126.16000000002
33536.0,31552.460000000014
33549.0,22009.300000000025
33557.0,23005.950000000023
33562.0,38759.160000000076
33571.0,21459.200000000124
33583.0,17390.519999999993
33585.0,16941.550000000003
33588.0,29427.36000000002
33591.0,17347.229999999992
33594.0,31064.090000000102
33608.0,23116.94000000007
33611.0,18486.090000000007
33612.0,23759.180000000022
33620.0,38137.140000000254
33631.0,12613.149999999983
33633.0,29685.760000000206
33641.0,27528.719999999994
33650.0,27159.710000000065
33661.0,25462.800000000043
33683.0,13783.100000000002
33693.0,26610.180000000004
33710.0,18856.41000000003
33714.0,20215.97
33725.0,22473.720000000038
33732.0,20760.00000000007
33739.0,41283.27999999999
33744.0,13125.129999999977
33768.0,30605.980000000043
33783.0,24926.150000000012
33799.0,18125.770000000022
33803.0,35655.05000000007
33814.0,18447.689999999995
33833.0,35274.560000000085
33875.0,31110.720000000005
33878.0,16980.04
33882.0,16522.34999999998
33899.0,20618.850000000042
33904.0,21837.820000000003
33916.0,27319.910000000065
33917.0,22461.530000000035
33922.0,17896.079999999994
33923.0,23418.930000000128
33926.0,30153.950000000048
33942.0,35004.390000000254
33958.0,19072.930000000008
33975.0,29315.60000000003
33991.0,30603.700000000073
33997.0,18542.200000000008
34041.0,32810.41000000007
34046.0,34286.35000000004
34054.0,16017.679999999978
34055.0,21988.81000000004
34072.0,18685.37000000001
34092.0,17639.080000000005
34096.0,30717.540000000055
34097.0,20531.130000000063
34107.0,27311.5
34114.0,11601.819999999992
34123.0,26326.070000000185
34128.0,19260.88000000003
34134.0,17213.820000000007
34136.0,26039.580000000155
34142.0,24165.270000000004
34144.0,32096.81000000021
34160.0,28385.920000000024
34168.0,17281.609999999997
34180.0,18224.439999999995
34189.0,14973.000000000002
34196.0,16524.529999999933
34218.0,13794.209999999992
34232.0,17725.94000000001
34239.0,16601.00000000001
34263.0,32572.19000000007
34275.0,19199.69000000001
34304.0,22193.250000000036
34332.0,25997.060000000067
34394.0,19096.63000000001
34409.0,16811.029999999973
34414.0,31553.950000000033
34431.0,15285.229999999996
34450.0,33099.26000000024
34462.0,28410.81000000001
34501.0,12185.459999999983
34532.0,22828.130000000045
34533.0,19167.670000000046
34539.0,33422.240000000005
34542.0,15446.219999999988
34546.0,17863.160000000007
34554.0,23451.14000000003
34568.0,25576.160000000058
34573.0,23776.210000000054
34610.0,14890.199999999993
34659.0,32809.33000000009
34665.0,17582.149999999998
34672.0,19260.229999999996
34678.0,18540.25
34689.0,17854.29999999999
34698.0,22649.21000000005
34721.0,18726.800000000017
34722.0,31030.060000000023
34734.0,28038.080000000013
34736.0,14961.029999999997
34748.0,21725.95000000012
34753.0,29443.190000000006
34772.0,19097.120000000028
34785.0,28156.160000000204
34794.0,14538.269999999984
34797.0,17731.530000000002
34808.0,33363.070000000225
34851.0,16543.78
34861.0,17934.940000000006
34874.0,15423.119999999972
34880.0,24376.41000000016
34888.0,15660.639999999989
34897.0,17510.54999999999
34899.0,21563.789999999994
34915.0,13433.04
34923.0,34479.87000000005
34962.0,18088.949999999997
34969.0,16787.60000000001
34974.0,33324.50000000001
35011.0,19779.830000000016
35013.0,18460.46000000001
35020.0,18059.070000000007
35028.0,17294.129999999994
35034.0,34796.150000000074
35038.0,18262.84999999999
35044.0,15238.53999999998
35064.0,13550.200000000003
35072.0,13793.92999999999
35083.0,12514.650000000009
35104.0,33989.250000000255
35110.0,30756.87000000006
35112.0,32195.07000000004
35113.0,17876.460000000003
35121.0,19964.140000000032
35130.0,27230.760000000064
35148.0,23346.870000000163
35158.0,25424.980000000072
35159.0,18528.300000000017
35165.0,27797.83000000005
35166.0,19945.39000000007
35177.0,20449.610000000026
35180.0,19481.97
35189.0,22827.18000000005
35190.0,32394.750000000247
35200.0,32406.24000000006
35212.0,18333.28999999998
35238.0,21053.920000000027
35239.0,33111.79000000027
35242.0,37637.17000000003
35244.0,36462.24000000022
35252.0,14279.789999999994
35259.0,15894.949999999986
35272.0,30075.500000000102
35298.0,21499.800000000007
35302.0,16531.539999999997
35303.0,19554.820000000007
35307.0,19968.100000000006
35317.0,26073.560000000034
35327.0,17760.720000000005
35362.0,27118.290000000063
35375.0,21580.000000000087
35386.0,28799.09000000008
35393.0,13853.599999999977
35403.0,22807.69000000015
35419.0,18594.24
35427.0,30286.98000000005
35429.0,31393.15
35433.0,19414.440000000002
35457.0,35517.12000000008
35463.0,17173.179999999997
35468.0,12757.759999999977
35487.0,31621.940000000075
35504.0,23003.60000000014
35516.0,14399.199999999984
35527.0,25407.770000000037
35535.0,31113.120000000014
35551.0,25127.730000000058
35552.0,27441.510000000024
35565.0,21618.93000000002
35599.0,25607.040000000063
35614.0,32213.54000000008
35625.0,18024.39000000002
35630.0,15741.059999999996
35632.0,14559.979999999994
35646.0,16359.979999999992
35659.0,25410.410000000047
35664.0,33609.15000000008
35691.0,37786.66000000009
35693.0,32348.58000000008
35709.0,26741.670000000213
35746.0,16793.99999999998
35747.0,35881.040000000066
35762.0,33958.39000000005
35774.0,32966.680000000255
35781.0,22696.750000000036
35802.0,13327.719999999954
35813.0,25961.100000000024
35820.0,31156.050000000057
35823.0,16093.659999999989
35837.0,13241.529999999984
35840.0,27293.850000000188
35851.0,17193.41
35855.0,23554.040000000034
35875.0,17497.01
35883.0,15990.960000000003
35900.0,18535.530000000013
35915.0,25291.06000000002
35940.0,35911.14000000008
35944.0,29244.010000000017
35953.0,23302.060000000034
35960.0,19046.890000000047
35961.0,27973.22000000017
35976.0,18731.909999999993
35982.0,18508.38000000001
36015.0,14453.799999999985
36035.0,29452.56000000005
36067.0,31417.1000000001
36073.0,23966.540000000037
36083.0,17162.799999999977
36117.0,29524.890000000276
36130.0,17537.61999999999
36145.0,32425.640000000087
36150.0,25896.500000000207
36160.0,27836.81000000006
36179.0,18216.10000000002
36202.0,13517.509999999975
36205.0,21708.470000000107
36227.0,14402.739999999994
36270.0,31132.010000000006
36276.0,31147.21000000001
36280.0,18115.889999999992
36285.0,29620.960000000265
36291.0,16077.36999999999
36316.0,23508.06000000001
36335.0,19944.86000000003
36350.0,16500.419999999995
36352.0,21030.639999999996
36353.0,23728.590000000142
36379.0,28119.450000000063
36380.0,17364.079999999998
36391.0,18619.160000000007
36393.0,32081.280000000053
36402.0,32159.569999999996
36409.0,19446.400000000005
36416.0,31102.440000000046
36417.0,22214.630000000005
36426.0,25430.180000000182
36436.0,14849.680000000002
36440.0,37382.33000000005
36460.0,38012.67999999998
36501.0,17740.209999999995
36502.0,15820.989999999983
36510.0,18485.930000000008
36523.0,19520.78000000002
36540.0,14758.860000000002
36544.0,17336.719999999998
36556.0,31449.540000000066
36570.0,19237.639999999996
36580.0,29280.230000000032
36642.0,20612.700000000008
36647.0,33109.920000000064
36648.0,15563.159999999949
36659.0,19677.070000000036
36660.0,16100.56
36669.0,13242.08999999997
36725.0,20725.850000000006
36732.0,14755.42999999999
36733.0,28181.310000000027
36754.0,29562.42000000009
36757.0,21816.870000000003
36760.0,12921.680000000002
36773.0,14661.379999999996
36798.0,15434.31999999998
36802.0,13824.809999999932
36815.0,21675.230000000003
36833.0,17145.579999999987
36838.0,16436.039999999986
36840.0,8284.16
36855.0,16193.899999999996
36856.0,19008.080000000013
36877.0,23805.260000000137
36888.0,19418.160000000036
36893.0,33748.799999999996
36919.0,23998.99000000016
36923.0,19284.130000000034
36929.0,14265.229999999998
36964.0,19293.63000000001
37009.0,31028.700000000044
37014.0,13089.359999999971
37074.0,20157.68000000005
37080.0,20531.110000000015
37083.0,14467.339999999973
37094.0,24431.77000000015
37100.0,24952.740000000063
37139.0,21764.880000000117
37145.0,33110.72000000008
37152.0,22976.4
37177.0,16037.84999999999
37200.0,17978.579999999998
37205.0,19849.30000000001
37223.0,17793.73
37225.0,21082.60000000001
37235.0,23431.63000000004
37245.0,18716.840000000004
37249.0,18008.06000000001
37250.0,36493.81000000007
37260.0,22726.870000000046
37263.0,30829.220000000012
37272.0,16730.74
37281.0,31123.52000000006
37285.0,15200.16999999999
37305.0,19166.59
37340.0,13652.76999999999
37383.0,20185.219999999994
37425.0,24162.540000000037
37432.0,16688.099999999984
37490.0,18612.059999999998
37495.0,34651.20000000005
37500.0,29459.150000000027
37507.0,19113.609999999993
37519.0,19316.960000000025
37524.0,14761.919999999984
37526.0,30815.490000000063
37530.0,15449.699999999988
37538.0,17214.04
37539.0,29137.86000000008
37593.0,27987.890000000076
37596.0,36110.12000000026
37618.0,30332.73000000007
37633.0,16039.630000000001
37653.0,37676.33000000007
37671.0,35923.08000000009
37684.0,17671.259999999984
37687.0,23814.47000000005
37688.0,19352.859999999997
37707.0,20613.350000000042
37727.0,15769.269999999997
37739.0,17848.62000000001
37764.0,26616.2600000002
37765.0,20982.420000000016
37775.0,17355.799999999996
37783.0,27038.590000000244
37820.0,25074.05000000018
37827.0,20306.54999999999
37832.0,19618.310000000012
37882.0,16510.409999999978
37897.0,26917.480000000072
37901.0,32905.340000000084
37913.0,16892.139999999996
37918.0,14529.52999999998
37919.0,15860.569999999978
37922.0,25018.61000000006
37924.0,33705.05000000006
37934.0,34968.92000000004
37949.0,25156.020000000135
37953.0,17976.849999999984
37963.0,37086.390000000094
37978.0,22049.95000000001
37988.0,37855.36000000008
37990.0,24349.770000000022
38018.0,19279.130000000016
38020.0,27354.27000000006
38026.0,29584.120000000054
38031.0,25790.720000000078
38048.0,15372.989999999978
38051.0,11830.349999999995
38056.0,22437.42000000002
38057.0,17979.74000000001
38067.0,31627.980000000076
38086.0,14445.369999999979
38114.0,36180.81000000021
38120.0,14867.679999999993
38136.0,23523.09000000003
38145.0,17387.679999999986
38171.0,20524.630000000026
38184.0,20430.220000000005
38187.0,28194.89000000006
38188.0,18555.47
38193.0,25711.920000000064
38199.0,20244.75
38214.0,19412.34000000004
38226.0,36417.62000000008
38232.0,31279.399999999998
38240.0,18581.99
38247.0,33957.82000000006
38288.0,28044.32000000006
38289.0,30981.89000000008
38292.0,17578.620000000006
38302.0,22452.860000000048
38315.0,18893.470000000005
38320.0,28698.680000000015
38359.0,21178.260000000013
38365.0,29800.780000000064
38369.0,16365.719999999996
38372.0,34318.299999999996
38394.0,35262.870000000206
38408.0,30430.050000000017
38419.0,17502.019999999993
38429.0,15612.889999999985
38433.0,14873.979999999987
38435.0,17417.039999999997
38448.0,37480.51000000005
38455.0,19122.590000000015
38461.0,18390.920000000006
38476.0,27096.34000000001
38480.0,18338.150000000023
38494.0,24830.260000000042
38526.0,24091.95000000013
38533.0,19570.56000000001
38534.0,20281.969999999998
38552.0,36017.25000000009
38580.0,33147.780000000086
38583.0,18605.049999999996
38625.0,16678.829999999987
38646.0,37658.39000000025
38651.0,37999.57000000025
38659.0,17017.15999999999
38663.0,20301.08000000003
38707.0,25115.080000000034
38709.0,26420.980000000207
38712.0,21799.139999999992
38742.0,18017.500000000007
38745.0,20850.340000000022
38747.0,31883.670000000016
38748.0,17744.769999999986
38764.0,16788.799999999996
38780.0,16051.349999999997
38790.0,32089.60000000005
38797.0,33987.05000000008
38820.0,21053.750000000022
38858.0,23414.299999999992
38881.0,24327.94000000003
38905.0,15201.23999999998
38906.0,35760.17000000021
38962.0,17671.040000000005
38966.0,22605.79000000014
38982.0,34394.35000000009
38983.0,19557.029999999995
38984.0,39228.910000000105
38986.0,14211.019999999988
39017.0,12918.319999999998
39027.0,20361.300000000003
39033.0,34547.53000000001
39034.0,34558.97000000023
39037.0,18154.16
39040.0,18958.75000000001
39078.0,17717.239999999994
39083.0,18384.089999999982
39097.0,33291.93000000009
39101.0,12623.029999999984
39108.0,19562.39000000002
39111.0,20000.94000000009
39119.0,32574.61000000011
39129.0,30371.600000000068
39131.0,18870.95000000005
39151.0,22969.34000000004
39160.0,32941.070000000094
39190.0,24123.930000000044
39192.0,18037.6
39218.0,16665.699999999997
39233.0,16599.199999999993
39239.0,19513.880000000052
39252.0,18300.630000000016
39262.0,14055.499999999984
39298.0,17738.939999999977
39300.0,19564.71000000002
39301.0,19659.72000000001
39315.0,31182.460000000097
39316.0,15578.57999999999
39321.0,17620.679999999997
39335.0,17614.889999999996
39347.0,22254.690000000097
39354.0,14084.10999999999
39372.0,18426.050000000014
39383.0,13855.469999999992
39388.0,33810.4300000001
39399.0,31931.750000000295
39416.0,15001.909999999976
39427.0,25258.470000000034
39437.0,22963.66000000011
39452.0,19206.470000000012
39464.0,32303.11000000001
39467.0,12253.29999999999
39470.0,30370.940000000064
39483.0,34408.56000000004
39495.0,31393.860000000077
