to_randomly_generated_account,total_amount
25015,589.8299999999999
25017,1260.9900000000002
25018,1683.97
25032,929.5
25040,876.0
25046,1253.8
25049,935.3
25050,1240.9900000000002
25058,1475.9
25075,2070.71
25080,679.15
25083,1280.8599999999997
25093,1170.4999999999998
25097,804.2700000000001
25098,5169.91
25103,4463.5
25106,1936.1200000000001
25108,808.7
25115,173279.90000000002
25117,1075.23
25120,515.6800000000001
25125,543.3499999999999
25138,870.75
25153,9359.92
25155,1356.99
25162,190.5
25168,1205.96
25171,1770.7000000000007
2518,1252.2500000000002
25182,795.4100000000001
25185,923.6999999999999
25190,1064.6499999999999
25192,907.18
25195,1171.57
25198,12811.0
25202,1007.4
25209,686.55
25210,183.5
25212,889.7600000000001
25213,681.0
25217,1255.8
25218,1584.7000000000012
25219,5849.610000000001
25225,969.5999999999999
25233,13994.81
25237,10837.1
25238,770.9000000000001
25240,589.4
2525,15855.05
25253,1751.7599999999998
25254,815.53
25267,2299.989999999999
25275,951.9000000000001
2528,15729.359999999999
25284,3696.0499999999997
25286,1120.8
2529,1068.7299999999996
25304,1142.1499999999999
25305,14085.240000000003
25306,757.5999999999999
25307,777.75
25319,893.55
25330,11088.97
25359,1109.8000000000002
25361,10862.830000000002
25362,1064.6499999999999
25365,436.4
25368,1603.5
2538,964.6000000000001
25390,796.8999999999999
25399,871.8299999999999
25412,1096.6
25413,1421.5500000000002
25415,1147.6999999999998
25429,1565.9500000000003
25439,972.7499999999999
25447,7688.01
25450,15720.449999999999
25451,1250.4
25453,85.0
25462,1205.35
25480,5159.799999999999
25485,1839.5600000000004
25487,13799.0
25503,1523.57
25505,1199.25
25510,459.7
25513,5377.65
25518,1419.75
25530,1481.0500000000004
25539,29.0
25543,10257.2
25551,1523.5
25555,1107.5599999999997
25574,619.8
25584,1135.52
25586,1395.8800000000003
25589,18475.379999999997
25594,866.25
25610,706.0
25613,1193.5
25615,1103.5
25630,791.3499999999999
25631,1006.55
25637,8397.969999999998
25639,18112.450000000004
25646,12564.699999999999
25649,11890.869999999995
25652,288055.0
25654,1305.6
25657,1290.0
25668,644.1
25685,1013.3
25687,2162.42
25691,6484.5
25693,541.25
25696,735.8399999999998
25697,258189.5499999999
25711,1872.6000000000008
25714,1852.200000000001
25716,1333.85
25717,1128.31
25718,1504.2500000000005
2574,484.84999999999997
25745,1400.7099999999994
25747,758.3499999999999
25756,1233.25
25758,1230.3
25769,565.3299999999999
25772,1343.6
25778,262.8
25779,570.95
25781,1325.5
25793,1374.0400000000004
25798,12321.090000000004
2580,22436.700000000004
25803,13406.799999999997
25805,714.8499999999999
25807,1477.94
25812,1130.85
25834,756.6
25835,1873.0500000000006
25837,1156.35
25838,1328.9800000000002
25840,1598.0
2585,6697.419999999999
25856,1398.5300000000002
25859,1165.4999999999998
25860,638.8499999999998
25866,197726.0
25867,1793.56
25901,18145.100000000002
25906,704.2
25908,1412.89
25915,916.6999999999999
25919,1198.07
2592,1447.65
25927,1277.5900000000006
25930,8781.52
25933,11951.380000000001
25942,14547.730000000001
25943,1459.7700000000002
25945,1237.5
2595,1016.0
25965,446.5
25975,765.8499999999999
25990,1040.2800000000002
25997,395.0
26003,1240.4900000000002
26004,1475.3100000000002
26014,1392.11
26015,1249.4
26016,1186.0
26023,1320.6400000000003
26029,1181.7000000000003
26047,1726.46
26052,8083.249999999998
26061,1114.1499999999999
26075,697.9
26078,742.65
26088,302.65
26091,789.11
26099,20364.800000000003
26108,944.0999999999999
26121,2051.7499999999995
26127,24343.0
26146,1057.6999999999998
26149,1504.6500000000003
26150,665.8
26160,826.65
26170,9937.220000000001
26173,1338.7800000000002
26176,1110.29
26178,1102.85
26182,7851.5
26197,1355.2699999999998
26230,14649.919999999996
26232,977.3
26242,871.0
26244,13439.89
26246,159.5
26258,1051.6999999999998
2626,1273.75
26262,359.4
26263,1752.02
26278,9901.7
26316,707.8
2632,892.0499999999998
26321,6379.429999999999
26322,1167.94
26334,1683.1099999999994
26340,1240.1999999999998
26372,2132.1800000000003
26374,545.05
26380,12048.869999999999
26384,700.0
26390,46.0
26395,1149.5
26397,17605.810000000005
2641,963.5
26413,71.0
26416,1659.3000000000002
26438,1030.75
26439,1525.36
26447,1685.8500000000001
26448,337.0
26463,1150.0
26464,852.0
2647,550.15
26470,1201.5
26475,895.15
26485,9678.5
26499,465.6
26504,4859.02
26506,837.9499999999999
26507,641.4
26508,122.9
26511,703.75
26513,1596.7400000000005
26523,1781.3500000000008
26524,956.97
26534,1183.62
26536,1129.9
26542,18428.92
26543,1021.3
26558,845.6099999999999
26568,857.81
26599,21004.5
26603,1174.3
26605,508.94999999999993
2663,1046.4499999999998
26630,756.35
26646,8965.0
26650,12036.0
26652,1433.54
2666,1546.39
26660,1080.5500000000002
26663,452.6
26673,1045.01
26675,1111.6799999999998
26688,1209.35
26695,1051.5800000000002
26714,1075.55
26731,1502.1500000000005
26736,1558.7100000000003
26737,11116.2
26747,454.95
2677,1363.4500000000003
26774,1209.5
26797,1108.25
26805,159.97
26808,1501.9499999999998
26809,686.35
26812,899.46
26813,1532.0500000000002
26814,1603.97
26819,1630.1900000000007
26824,18734.880000000005
26831,10147.25
26842,546.45
26846,1326.1000000000001
26847,860.92
26856,13064.0
26880,608.1
26888,388.15
26890,1447.1500000000003
26903,876.6199999999999
26906,271.0
26922,2329.5600000000004
26937,602.15
26955,1103.4
26969,981.58
26982,1270.8500000000001
26992,1375.15
27001,1863.42
27002,1024.25
27006,1334.54
27028,784.5999999999999
27035,1054.2000000000003
27036,1055.85
27046,26666.86000000002
27055,9027.65
27062,10366.69
27082,1199.5
27089,15231.850000000002
27093,1771.2200000000003
2710,368.5
2711,1392.3800000000006
27111,547.5
27124,23361.590000000004
27134,1290.9500000000003
27135,736.25
2714,7587.089999999998
27145,300.5999999999999
27149,970.95
27151,1135.0
27168,865.19
27171,703.15
27173,7566.549999999997
2718,14450.799999999996
27180,944.0
27184,1583.9199999999996
2719,1156.3999999999999
27196,1075.5
27197,789.3
27204,1230.9899999999998
27207,14721.2
27222,1111.55
27223,623.25
27251,1382.0
27266,7119.719999999999
27285,1328.15
27287,651.2
27290,894.0
27292,1074.7400000000002
27295,17766.15
27296,679.08
27300,1355.6000000000001
27308,729.6999999999999
27327,1075.3000000000002
27331,5319.02
27333,1192.92
27338,667.69
27342,789.3899999999999
27348,1360.5500000000004
27354,1101.5500000000002
27355,1737.9600000000003
27372,10154.42
27389,2193.8700000000013
27399,418.5
27402,1018.0
27406,720.9
27409,777.05
27411,9854.330000000002
27413,1135.54
27422,941.0
27425,7863.46
27427,867.19
27430,1276.55
27443,368.5
27459,955.5
27467,702.5
27475,949.95
27485,570.2099999999999
27522,613.5
27527,1165.0
27547,1172.4800000000002
27548,971.5399999999996
27550,969.4
27552,866.31
27555,828.54
2756,1371.8000000000002
27565,951.24
27574,681.72
27575,1244.35
27577,632.35
27583,922.9
27585,12163.0
27594,1398.22
2760,532.5
27606,751.7
27618,4047.6099999999997
27628,1088.7200000000003
27635,14243.2
27639,1334.4
27641,613.95
27649,1198.5
27650,1219.2499999999998
27655,979.4000000000001
27659,1465.2500000000002
27661,1622.1200000000003
27662,979.0
2767,1108.2299999999998
27678,18694.050000000003
27696,976.2800000000001
27697,1165.1899999999998
27700,758.9999999999999
27704,1146.7
2771,8661.199999999997
27722,843.72
27741,307.5
27746,1106.0
27758,921.35
2778,1152.39
27780,1095.55
27784,1065.1
27789,1136.95
2779,1005.7999999999998
27794,905.1399999999999
27796,1333.4
27798,912.07
27801,1169.53
27810,580.2
27826,1344.71
27838,612.1800000000001
27845,1408.28
27860,1391.0
27861,572.05
27867,2113.2900000000004
27872,1178.5
27887,1237.8000000000002
27892,1531.8799999999997
27895,8962.52
27899,5773.69
27903,1837.7200000000003
27906,295.5
27940,101582.0
27941,433.0
27945,993.0
27948,24684.210000000006
2795,1004.5
27951,215.5
27958,1152.7
27971,869.1499999999997
27975,951.15
27979,1166.07
27983,1561.1399999999999
27989,10395.91
27990,909.5
28029,1234.0100000000002
28030,9834.310000000001
28032,90.5
28035,1456.78
28054,15343.039999999999
28056,829.5
28061,1809.5
28068,882.0999999999999
28074,603.35
28078,1582.4
28085,610.85
28095,2783.94
28118,1100.55
28124,814.65
28135,10425.059999999998
28155,11096.13
2817,1199.1900000000003
28173,1327.5
28181,7993.080000000002
28225,679.38
28234,1705.3000000000002
28242,1090.15
28247,1606.9299999999998
28251,1291.7800000000002
28260,1765.0500000000006
28269,1175.1200000000001
28272,1182.6499999999999
28287,18005.5
28288,1011.81
28295,1088.9499999999998
28306,1194.5
28313,638.95
28316,1542.8700000000001
28325,868.3
28329,815.0399999999998
2833,775.3499999999999
28335,469.5
28341,996.5500000000001
28355,1277.0
28358,824.45
2836,1350.3400000000004
28364,962.55
28366,1120.54
28378,17155.25
2838,18349.590000000004
28381,1118.65
28386,1388.12
28390,1509.65
28391,1260.8
28399,864.89
28415,10407.550000000001
28419,812.9399999999999
28420,2434.350000000001
2844,877.0
28440,2217.150000000001
28441,824.0
28442,759.5
28445,176.5
28448,5103.499999999999
2846,902.58
28474,567.5
28476,1550.1499999999996
28477,17771.13
28479,14379.92
2848,6890.57
28484,14309.0
28492,1148.0500000000002
28498,430.7
28510,820.2399999999998
28513,8294.22
28516,12325.45
2852,1106.65
28520,1557.5700000000004
28521,599.0000000000001
2853,1099.9499999999998
2854,1260.2000000000003
28542,782.05
28546,15014.099999999999
28551,12924.239999999996
28557,1207.6000000000001
28559,546.02
2856,622.9
28568,18378.2
28572,1553.6000000000001
28574,624.6
2858,12336.979999999998
28582,12445.44
28596,1333.1
28601,1084.4499999999998
28603,759.5999999999998
2862,20238.810000000005
28620,16035.38
28626,1386.750000000001
28628,1565.8000000000006
28629,1316.42
28631,716.6
28641,907.8499999999998
28652,997.3499999999999
28656,915.05
28658,2268.6700000000005
28661,1234.75
28669,4539.639999999999
28670,771.5
28672,1696.24
28673,1539.77
28676,1127.2900000000002
28678,1963.7700000000002
28681,998.6
28682,24882.000000000004
28684,919.72
28690,1520.7000000000003
28692,18001.129999999983
2870,1036.65
28716,670.4
28717,9268.07
28719,9974.599999999999
28721,1185.6200000000003
28725,1197.3
28732,716.5500000000001
28735,991.6
28744,17073.33
28747,1861.7200000000003
28750,1094.0000000000002
28753,895.04
28756,915.8
28758,1342.2500000000002
2876,470.54999999999995
28767,7140.699999999998
28776,1539.9000000000003
28787,562.8499999999999
28790,1323.75
28791,125.25
28803,464.05
2881,6263.86
28813,1106.3700000000001
28823,1035.05
2883,1606.61
28836,795.6999999999998
28845,9709.349999999997
28851,522.3
28862,12544.13
28871,13233.95
28873,12374.899999999998
2888,553.79
28884,2014.4399999999994
28887,702.4300000000001
2889,1257.65
28890,1281.1499999999999
28894,1093.12
28902,20569.199999999993
28906,1184.9499999999998
28922,1359.9
28934,670.4
2895,925.05
28953,1330.13
28961,1294.1
28972,349.90000000000003
28976,1598.97
28990,525.95
28992,10375.839999999998
28993,1422.5
29008,1100.6100000000004
29030,1522.4100000000003
29038,1518.5900000000004
2905,795.57
29051,898.7499999999999
29058,1290.2999999999997
29069,786.65
29087,16725.309999999998
2909,76.5
2910,1106.75
29111,378.0
29113,311.0
29118,1022.55
29136,1177.6000000000001
29141,1013.4
29146,1014.2
29147,10041.1
29151,1147.25
29152,12102.15
29156,1595.3099999999997
29162,133.0
29163,1540.7300000000002
29164,1033.95
29168,653.05
29172,753.0
29173,2065.54
29178,23310.0
29187,1156.5100000000002
29198,1470.45
29202,1217.13
29203,423.0
29210,800.5
29211,748.5599999999997
2922,941.15
29223,1745.6000000000001
29240,474.65
29242,1339.5
29245,981.1999999999999
29257,938.35
29259,863.45
29264,1170.5
29270,1233.0
29286,1448.7899999999997
29292,477.05
29302,13608.46
29303,846.91
29304,11412.0
29305,1373.6299999999999
29308,418.3
29312,1144.8000000000002
29314,765.22
29322,580.4499999999999
29326,844.85
29330,666.6
29340,24961.130000000005
29341,1512.2500000000002
29366,272.0
29368,1123.55
29380,1268.0
29395,1197.6500000000003
29396,1168.1799999999998
29401,1495.09
29403,692.5299999999997
29405,1367.6000000000001
2941,1242.06
29410,831.8
29414,375.21999999999997
29415,1026.42
29418,713.0
29422,1631.92
29428,1582.0
29439,1075.35
29443,11195.959999999997
29448,1134.6999999999998
29449,6863.45
29460,1113.4999999999998
29491,368.86
29529,948.4499999999999
29536,980.19
29545,11161.480000000001
29546,9280.5
29554,257.0
29569,1259.4999999999998
29600,1918.1799999999996
29630,1893.9800000000012
29631,1182.5
29642,622.8
29645,1211.9899999999998
29648,983.3499999999999
29649,12143.709999999997
2966,1636.75
29677,696.1999999999999
29686,766.7499999999999
29692,718.0
29697,1217.5
29699,976.11
29702,869.3500000000001
29707,1278.75
29708,634.05
29720,1163.35
29729,1160.5600000000002
29733,940.5999999999999
29736,1673.6000000000004
29756,1685.8000000000002
29758,897.65
29761,975.62
29764,1135.5000000000002
29766,911.05
29793,736.4499999999999
29794,705.25
29798,20931.0
29810,1277.67
29813,1757.14
29825,1196.3000000000002
2984,780.61
29842,718.7
29845,6229.2
29848,1290.7500000000002
29856,1164.0
29859,911.5
29861,1483.24
29869,643.47
2987,1288.34
29886,423.4
29890,1364.7400000000002
29899,15247.589999999997
29904,3889.3500000000004
29906,6330.629999999999
29908,1305.9
29918,1107.05
29922,1985.4
29926,1360.91
29931,915.1
29932,1341.2500000000002
29934,1086.34
29936,924.0
29957,1013.0
29962,952.9499999999999
2997,1797.9399999999996
29972,1987.3199999999993
29974,378.65
29979,710.27
29981,1020.9899999999999
29984,276661.0
29987,1279.4
29993,6869.48
29999,909.0700000000003
30003,922.2400000000001
30010,1648.5400000000006
30014,12946.0
30037,580.5
30040,1659.5
30041,388.6
30044,1197.29
30050,1118.5
30053,1087.45
30071,17906.590000000004
30072,9430.8
30075,15860.869999999999
30076,405.65
30077,13381.55
3008,1223.1000000000001
30082,1369.6899999999998
30084,872.5
30087,1754.5000000000005
30091,12959.94
30095,949.9499999999999
30096,24270.7
30099,1188.0
30101,12088.95
30122,12932.249999999998
30125,7081.35
30126,1307.56
30127,643.0
30129,1426.25
30131,724.49
30132,409.5
30137,8721.8
30140,1525.22
30143,1233.5199999999998
30155,724.7
30158,1068.5
30161,461.45
30167,1314.6400000000003
3017,372.75
30179,1234.5
30184,1520.8
30197,1089.1
30198,1434.54
30199,1263.9000000000003
30200,6423.8
30204,1139.4999999999998
30208,24288.7
30211,1175.85
30214,1274.1499999999999
30216,1617.95
30217,18497.410000000003
30254,288.1
30264,602.4499999999999
30266,524.0
30269,920.17
30277,1473.97
30279,8191.389999999999
30284,1492.51
30289,14274.35
30292,885.15
30300,540.48
30302,14743.710000000001
30305,1081.42
30311,1346.5500000000004
30320,1337.5
30331,14895.4
30337,1245.5
30338,1495.6700000000003
30342,685.14
30348,1228.0500000000002
30349,826.15
30350,702.05
30352,581.57
30365,1698.5999999999997
30368,945.4699999999999
30379,13086.219999999998
30383,1046.35
30386,608.5
30393,1491.0000000000002
30397,975.3000000000001
30407,934.1899999999999
30413,857.0
30414,1449.96
30418,982.6500000000001
30421,761.15
30426,1252.2099999999998
30430,121297.47999999997
30434,1579.89
30437,1136.4299999999998
30445,1705.0900000000001
3045,1566.04
30462,2884.8000000000006
30464,633.22
30468,678.02
30473,12012.799999999997
30475,2010.99
30479,979.85
3048,739.3
30483,1316.03
30489,1182.23
30496,10684.109999999997
30497,1274.2300000000002
30501,803.5
30508,1333.0200000000002
30514,1112.71
30520,1000.9999999999999
30536,380.19999999999993
30553,5095.15
30605,886.3000000000001
30607,18449.550000000003
30617,540.0
30621,3899.0900000000006
30622,1182.0100000000002
30625,437.25
3063,748.1000000000001
30638,2255.69
30643,1289.99
30655,11384.3
30657,1189.7499999999998
30659,1228.92
30663,1091.0
30673,1186.97
3070,831.55
30727,397.5
30728,20482.900000000005
30744,535.55
30746,1683.6
30750,1430.8300000000002
30758,1302.07
30760,1228.3700000000003
30762,748.0
30772,1038.55
30778,2587.159999999999
30792,1651.38
30813,742.73
30820,802.4999999999999
30823,1021.96
3083,1553.8900000000006
30834,693.71
30867,1151.1299999999999
30868,8853.0
30873,1420.7500000000002
30875,9961.0
30877,1264.25
30885,1253.5
30886,7610.349999999999
30891,1417.2500000000002
30894,380.0
30913,659.13
30923,1757.5500000000002
3093,1006.4899999999999
30934,723.6499999999999
3094,1217.25
30940,749.5999999999999
30942,1073.0
30949,1071.6
30962,434.0999999999999
30968,657.65
30975,920.3000000000001
30976,5759.14
30986,15173.65
30997,15424.429999999998
30999,780.5
31002,556.87
31006,1101.08
31018,465.5
3102,1013.5
31030,326.25
31043,9700.55
31053,1494.63
31056,169365.39999999997
31063,461.0
3107,1646.05
3109,917.0
31091,1079.81
31100,844.9300000000001
31105,1011.0
31119,19348.95
31129,13425.96
31134,1246.85
31140,1173.15
31143,473.20000000000005
31151,1503.8500000000001
31155,308270.0
31178,997.4999999999999
31184,1015.6999999999999
31185,931.6700000000001
31201,1009.6
31207,1252.1
31209,820.4100000000001
31222,1282.6499999999999
31229,470.9
3123,1090.3899999999999
31231,906.6999999999998
31232,685.81
31234,17136.8
31243,1293.4199999999998
31249,1146.85
31252,1106.0
31267,656.5
31277,1067.1100000000001
31285,846.14
31291,16436.5
31295,452.5
31296,884.24
31299,154194.71
31302,687.5
31303,1742.5
31304,1551.0300000000004
31311,22513.200000000004
31329,699.7499999999999
31354,1023.2899999999998
31357,17527.000000000004
3137,15808.8
31370,2139.0699999999993
31389,865.5
31394,1317.1
31400,5702.54
31410,834.3
31418,960.5
31419,1159.6599999999999
3142,1162.01
31421,1048.05
3143,1170.55
31438,701.5
3145,1278.74
31467,2203.1999999999994
31468,1445.8500000000001
31469,1276.3400000000001
31489,400325.05
31494,1602.56
31502,1747.6300000000003
31509,862.15
31514,1482.84
31522,782.4499999999999
31540,699.85
31543,764.8
31544,773.4899999999999
31550,6769.2
31551,1296.6200000000001
31562,1098.26
31572,297.1
3158,10783.65
31583,1178.5
31596,1246.32
31600,1269.8200000000002
3162,969.0499999999998
3163,631.05
31639,19653.9
3164,1491.5
31647,20100.500000000004
31650,759.55
31655,852.8799999999999
31656,1129.5
31659,8800.22
31660,1147.85
31664,14063.320000000002
31673,963.74
3168,1449.4800000000005
31681,1881.4500000000012
31683,1013.0999999999999
31686,957.3
31693,1584.9500000000003
31696,2168.0500000000006
31703,1184.26
31707,1058.3399999999997
31726,1268.61
31738,58.0
31741,11606.85
31749,1006.6800000000001
31756,1303.5
31763,1183.0500000000002
31765,990.5500000000001
31770,19378.97
31781,1467.5
31785,832.8000000000001
31789,203751.55
31792,1373.35
31797,21509.0
31803,11072.68
31806,1078.71
31810,787.1499999999999
31814,1017.2999999999998
31817,755.0999999999999
31827,489.74999999999994
31832,1007.85
31834,1537.3700000000003
31840,1196.0
31842,637.2
31860,1056.74
31866,1829.7
31871,852.3
31891,629.5
31892,1047.4299999999998
31895,81.0
31898,934.55
31907,1082.1
31910,1114.0
31911,922.8299999999998
31938,1767.8200000000004
31940,2163.659999999999
31948,2237.32
31949,1755.47
31953,994.1699999999998
31956,1522.8000000000002
31957,1037.35
31962,914.8
31963,1640.7500000000005
31966,1520.6000000000001
31974,1664.760000000001
31976,1080.17
31985,13085.800000000001
32003,1826.6800000000007
32016,1145.2
32021,324.62
32029,9310.190000000002
32035,1294.0
32063,916.95
32064,11326.51
32065,834.05
32074,1147.37
32075,1347.31
32083,13456.47
32090,825.9999999999999
32091,1287.9
32093,747.4
32108,2154.2499999999995
32109,1024.8999999999999
3211,23698.4
32112,433183.55
32114,11942.5
32122,11535.33
32131,379855.03
32146,914.1300000000001
32150,490.5
32156,1455.5
32166,1529.3500000000004
32167,1180.2199999999998
32168,1530.0
3217,503.54999999999995
32174,856.5500000000001
32185,934.5
32186,4434.7
32197,1092.0999999999995
32205,21409.899999999998
32209,817.6999999999999
32217,1515.3000000000004
32221,1809.5900000000001
32227,1245.1000000000001
32228,868.5
32231,1591.8800000000006
32242,534.75
32254,1190.9800000000002
3226,555.35
32260,800.3100000000001
3227,1032.75
32283,612.95
32308,16287.019999999997
32309,933.6699999999997
32313,568.76
32326,804.5
32333,866.95
32336,7482.719999999999
32345,1236.87
32361,1296.38
32364,1884.5400000000002
32366,826.2999999999998
32368,1233.0700000000002
3237,14061.05
32382,1041.9
32387,1032.6
3239,1507.5199999999995
32391,8567.22
32392,1644.3899999999999
32400,1332.5
32402,183.5
32403,520.55
3241,897.6499999999999
32413,1384.1599999999999
32418,9813.149999999998
32432,1079.9499999999998
32437,1069.1
32452,1869.1300000000006
32454,1135.41
32491,702.1
32498,784.9499999999999
32515,331134.3
32516,2032.8600000000004
3252,1557.0
32520,753.55
32521,1461.0300000000002
32534,708.15
32541,10409.599999999999
32542,1283.1499999999999
32565,1553.8500000000001
32569,420.21000000000004
32573,88.0
32585,655.0
32587,1145.1999999999998
32588,1385.1499999999999
32603,1038.75
32608,777.3499999999999
3261,644.25
32613,294.0
32614,836.0500000000001
32616,742.95
32619,10524.59
32635,1315.7600000000002
32641,805.18
32646,788.9699999999999
32649,752.0
32653,4345.86
32661,966.8000000000001
32667,1308.01
32675,1263.5400000000002
3269,1090.9
32692,858.0
32706,14961.600000000002
32723,1660.6400000000003
32732,922.2800000000001
32737,1335.8
32754,1056.5
32757,706.75
32758,5150.360000000001
32759,20280.809999999998
32760,848.3
32762,1292.18
32767,952.0999999999998
32768,1753.75
32790,319090.15
32794,4538.090000000001
32798,10711.77
32807,701.15
32808,1420.4299999999998
32821,857.71
32827,969.8399999999999
32832,1158.4599999999998
32838,442.25
32849,1251.99
3285,960.5
32854,18741.1
32858,438356.5
32859,1774.7100000000003
3286,701.0
32861,1114.25
32865,1196.8
32866,734.8
3287,17863.199999999997
32870,5219.399999999999
32889,426.61
32891,8366.930000000002
32895,808.4
32898,911.95
32901,448.0999999999999
32909,23497.950000000004
3291,765.4200000000001
32923,9181.820000000003
32947,12622.96
32955,13659.379999999997
32958,1217.2
3296,816.2999999999998
32978,1153.9299999999998
32988,1755.9200000000003
32991,911.74
32997,6882.4800000000005
32998,354.35
33012,1541.4
33015,8513.929999999998
33018,1466.2000000000003
33028,1434.18
33038,489.9
33047,1317.25
33051,1685.1599999999999
33055,520.2399999999999
33065,995.1400000000002
33082,839.3499999999999
33086,486.3
33092,1621.08
33112,409.0
33117,1144.5
33121,1445.6400000000003
33124,125948.59999999999
33128,65.5
33130,3572.4800000000005
33131,1579.3400000000001
33132,965.3499999999999
33133,1514.23
33137,782.1400000000001
33151,345.5
33155,1388.6
33156,20749.7
33162,814.5599999999997
3317,995.3999999999999
33172,780.99
33175,961.9999999999998
33185,16008.029999999999
3319,1275.22
33192,881.8
33203,737.5999999999999
33217,85.15
33224,958.5799999999999
33245,936.0
33246,1742.26
33252,956.05
33257,2222.11
33266,8745.349999999999
33270,879.2
33273,1215.5
33284,833.8
3329,1077.1
33298,7668.289999999999
33312,18932.740000000005
33313,971.84
33317,1015.55
33321,1213.0
33334,11364.899999999998
33335,955.5
33338,1542.69
33340,563.0
3335,1360.6000000000001
33362,1150.24
33369,2320.89
33380,665.3
33387,13400.98
33401,656.6
33408,9170.17
33411,9732.95
33443,994.08
33464,860.5699999999999
3347,560.7899999999998
33477,1154.1899999999998
33478,1117.5500000000002
33483,1112.9499999999998
33486,973.9499999999997
33491,1176.55
33502,6466.35
33504,1362.21
33506,1790.7700000000002
33512,1189.3500000000001
33516,616.0
33524,35.0
33536,38.0
33549,839.3
33557,1531.5500000000002
33562,10130.11
33571,1132.45
33576,322.0
33580,1160.75
33582,690.75
33583,759.09
33585,1888.5
33588,23671.5
33589,513.65
33591,1251.0
33594,11081.000000000002
33608,952.8899999999998
33611,964.24
33612,1276.3200000000002
33617,2180.890000000001
3362,11479.59
33620,1376.1900000000003
33629,986.0
33631,705.0
33632,5395.01
33633,3973.0499999999997
33641,13324.740000000002
33650,831.25
33661,1343.6499999999999
33683,1713.7899999999997
33693,1803.1399999999999
33698,1534.8600000000001
33710,1474.4500000000003
33712,673.62
33714,350.5
33725,1699.5400000000002
33732,1220.1500000000003
33739,893.5
33744,1367.05
3375,819.0
33768,205.0
3378,13326.58
33783,895.0
33792,559.6499999999999
33799,1271.0
33803,5705.44
33809,1593.05
3381,1063.97
33810,892.55
33814,1483.9900000000002
33833,13403.390000000001
33861,1085.9299999999998
33875,21451.5
33878,1443.3400000000001
33882,1701.42
33883,758.31
33891,422.2
33899,1112.85
33900,298.5
33904,812.5
33916,1629.1000000000001
33917,1375.7
33922,959.35
33923,1182.9499999999998
33926,6781.69
33927,1243.8000000000004
33942,9759.949999999997
33949,15164.05
3395,1219.17
33958,1085.35
33972,1657.2900000000002
33975,871.8499999999999
33980,1409.5000000000002
33982,648.3999999999999
33991,9756.0
33997,423.09999999999997
34002,1175.32
34016,18043.5
34018,1402.55
3402,545.5
34022,826.5
34036,15420.409999999998
34041,713.5
34046,988.8499999999999
34054,985.54
34055,611.0
34063,1574.43
34072,1455.8700000000003
34075,1555.8000000000002
34082,1347.75
34083,723.4499999999999
34087,1000.5
34092,1294.6999999999998
34096,13393.619999999997
34097,1203.9000000000008
34107,451.0
34114,542.65
34123,1240.1100000000004
34128,1512.0500000000004
34134,911.5000000000001
34136,481.8999999999999
34139,57.5
34140,1967.7500000000005
34142,536.5
34144,7398.909999999998
34155,599.8199999999999
34160,19061.11999999999
34168,1511.2199999999998
3417,788.0
34171,849.8999999999999
34180,1829.37
34182,955.1500000000001
34184,986.41
34189,1167.5
34190,9720.5
34196,1275.1900000000003
34204,1733.0
34217,1297.6899999999998
34218,780.8
34220,1079.23
34232,1431.2
34239,1002.99
34243,1221.12
34263,11089.349999999999
34268,956.5999999999999
34275,354.0
34283,790.2499999999999
34291,729.4399999999999
34304,621.35
3431,894.24
34317,1093.5
34318,713.5
34332,1554.7
34365,695.15
34377,731.0
34387,2258.5
34394,1163.5
34405,1134.8
34409,803.75
34414,149.0
34431,1576.7
34450,1362.4600000000003
34456,576.55
34461,1005.1999999999999
34462,781.0
34472,8568.989999999998
34501,794.0
34505,862.6
34520,1419.89
34532,666.25
34533,1007.4399999999999
34539,4730.5
34542,581.5
34546,1633.6699999999998
34554,1058.4
3456,658.1500000000001
34568,1297.0
34570,1075.05
34573,2256.68
3458,1177.1000000000001
34587,1350.0
34596,15009.739999999998
34610,470.04999999999995
3462,17034.2
3465,9840.3
34655,1085.17
34659,10955.3
34665,1098.94
34672,2216.01
34678,1536.88
34686,1476.68
34689,358.96000000000004
34698,1550.1
34709,463.9
34715,13275.55
3472,1485.6700000000003
34721,1036.5
34722,360.0
34732,1031.17
34734,12460.0
34736,690.5
34748,824.18
34753,20865.0
34772,1325.3300000000006
34785,480.25000000000006
34794,1088.65
34797,812.45
34808,1107.6499999999996
3483,9537.85
34851,637.0
34861,1078.83
34874,1215.5500000000002
34878,753.0
34880,917.6999999999999
34887,900.5
34888,1189.45
34897,1153.3999999999996
34899,1107.0
3491,14747.099999999995
34915,1366.2800000000002
34922,626.4499999999999
34923,15229.25
3495,1281.1000000000001
34952,1597.1499999999999
34955,1057.85
34962,946.3
34966,920.9499999999999
34967,1322.3500000000001
34969,728.65
34974,702.5
3498,958.8499999999999
34990,951.04
35011,1671.6400000000003
35013,1806.0900000000008
35020,1607.92
35028,1064.15
35034,421.65
35038,1726.0900000000006
35044,598.95
35047,1196.0000000000002
35057,17801.979999999996
35064,709.49
35072,1007.4999999999999
35080,2001.2000000000003
35083,1588.5
35088,20675.0
35104,4253.75
35110,7845.960000000001
35112,9928.11
35113,1048.2600000000002
3512,941.9499999999999
35121,1374.6299999999999
35125,3461.0
35130,18596.85
35146,19681.600000000006
35148,335.04999999999995
3515,8139.150000000001
35158,460.15
35159,847.6
