account,transaction,income_count,expense_count
53386,-1966.5300000000002,0,114
42085,-3007.2400000000002,0,178
54512,-2349.0,0,74
27372,-2310.1900000000005,0,86
2647,-2450.000000000002,0,193
92386,-4345.7300000000005,0,91
25305,-3242.810000000002,0,113
85642,-4063.21,0,88
87207,-2591.9700000000007,0,160
85642,995.0,25,0
66049,-3167.3300000000013,0,182
28692,-2580.8199999999997,0,131
85898,-3203.55,0,127
80695,-2342.48,0,84
51288,-3600.3,0,161
38067,-2872.8600000000006,0,126
30949,-2443.7400000000007,0,141
84189,-4355.22,0,146
34689,-1594.4699999999998,0,177
85061,506.65,19,0
86710,-1877.7400000000005,0,85
39555,-3832.7200000000003,0,129
4697,-4633.44,0,218
87847,-2422.3000000000006,0,133
72101,117.05,18,0
79283,-2186.1500000000005,0,90
4875,-5208.799999999998,0,132
62746,-4784.44,0,122
38580,-2956.8400000000006,0,93
1823,-3774.95,0,194
50421,-2726.9900000000034,0,204
1823,3777.7200000000003,42,0
52316,-4025.369999999999,0,122
88837,-3046.32,0,175
35762,-4152.52,0,132
5068,-2811.710000000001,0,101
61127,-3775.3000000000015,0,184
96975,-3070.8000000000006,0,151
61871,-3804.3499999999995,0,195
16246,-2523.700000000001,0,146
56087,-2977.189999999999,0,137
38394,-3742.1500000000015,0,217
58977,-4173.019999999999,0,198
18402,-3390.850000000001,0,148
17813,-2633.15,0,152
25942,-3858.0999999999995,0,93
22418,-2735.5900000000006,0,181
78993,-2114.18,0,110
96502,-3407.729999999999,0,129
40565,-3294.93,0,98
43637,-2506.960000000001,0,94
30728,-2859.860000000003,0,168
5001,-2835.840000000001,0,177
77375,996.15,23,0
57400,-5504.159999999999,0,162
38580,1822.7,17,0
57400,16.5,3,0
47309,-3626.4900000000002,0,174
12164,-3051.660000000001,0,124
62615,-3165.3200000000006,0,194
94213,-4981.77,0,93
62615,1271.85,29,0
24380,-4778.530000000001,0,63
56218,-2996.11,0,90
24380,880.5,10,0
48238,-3180.15,0,161
67382,-2958.9199999999996,0,224
12774,-3780.1,0,260
12520,-1846.6899999999998,0,91
5353,-2823.86,0,93
47738,-3865.16,0,107
5353,1386.15,19,0
32997,-4205.6399999999985,0,160
2771,-3085.639999999999,0,223
61643,-2957.1800000000003,0,105
5580,-1947.4099999999996,0,103
30101,-3182.900000000001,0,148
2035,-2448.6200000000003,0,132
23181,-3538.079999999999,0,174
65732,-2408.310000000001,0,119
78258,-2765.670000000001,0,101
16875,1477.45,22,0
15515,-2734.3000000000006,0,102
12630,-2928.750000000001,0,130
69398,-3484.98,0,160
59887,-4792.94,0,170
5039,-2380.2100000000005,0,124
62377,-3435.1499999999996,0,128
30886,-2571.6400000000003,0,111
35774,-3119.9000000000024,0,185
88821,-2369.6700000000005,0,152
39733,-2899.8800000000006,0,135
76546,-2164.860000000002,0,184
28669,-2977.5899999999997,0,147
4840,-1797.7500000000005,0,108
13019,-1199.3100000000002,0,101
93426,-4761.68,0,104
86819,-2792.9400000000023,0,122
75833,-4656.989999999997,0,78
86819,3520.65,8,0
94958,-3113.8900000000017,0,186
2071,-3832.1800000000003,0,179
17056,-4143.209999999999,0,103
23625,-3437.0499999999993,0,107
79656,-3160.7599999999998,0,72
87332,-3141.9700000000003,0,111
74519,-4189.11,0,84
77195,-3166.6400000000003,0,132
62474,-1947.6100000000001,0,82
13613,-2783.15,0,133
24639,-2360.11,0,114
46494,-2744.1,0,101
58032,-1517.67,0,116
46494,130.5,20,0
48254,-2068.9,0,105
8166,-3043.44,0,123
17419,-3179.3800000000015,0,186
93694,-2962.0299999999993,0,106
66859,-2215.57,0,114
62183,-2967.5900000000015,0,169
94941,-4155.549999999999,0,149
60260,-3108.7599999999998,0,116
4106,-3147.98,0,58
98574,-2405.1600000000003,0,106
72758,-4256.420000000001,0,236
24172,2075.3500000000004,33,0
45334,-2710.69,0,114
23265,-2678.830000000001,0,123
45334,57.0,10,0
26646,-5057.139999999999,0,110
4081,-2725.2600000000016,0,111
62429,-3852.0000000000014,0,192
44608,-2683.870000000001,0,215
3575,-4065.8000000000006,0,168
84496,-2224.270000000001,0,113
37897,-2090.76,0,102
86161,-3248.669999999999,0,145
84803,-3163.4099999999994,0,83
32891,-2664.530000000001,0,97
64691,-3496.48,0,238
14850,-4129.13,0,132
84051,-3235.76,0,100
63529,-2879.0,0,98
64200,-4226.229999999998,0,179
87768,-2345.53,0,81
21174,-3488.699999999999,0,110
88203,-2797.429999999999,0,185
71201,-2495.170000000001,0,136
76906,-2817.0,0,133
71201,1469.8100000000002,37,0
66869,-2864.36,0,157
35535,-3105.8800000000006,0,139
25361,-2620.28,0,129
58870,-4872.879999999999,0,131
95000,-2278.2000000000003,0,173
95000,65.2,14,0
65280,-3057.0200000000027,0,138
98220,-1499.41,0,103
66869,1894.26,30,0
39399,-4727.429999999996,0,205
40610,-3490.7200000000003,0,174
10078,-2909.3500000000004,0,125
24592,-3099.6299999999997,0,131
60419,-2527.14,0,95
95749,-1772.4400000000003,0,110
65280,1172.0600000000002,15,0
67693,-3797.14,0,95
47306,-3493.8800000000006,0,188
42773,-3169.77,0,97
10147,-3101.19,0,96
14877,-2713.57,0,261
17294,-3042.580000000001,0,106
48713,-1465.7900000000002,0,95
8180,681.84,19,0
27971,-4593.08,0,142
11137,-2139.6800000000003,0,110
27971,79.95,14,0
6211,-1805.010000000001,0,110
53532,-1184.0600000000002,0,108
2116,-1267.35,0,175
21230,-2108.1300000000006,0,165
60345,-2334.1600000000026,0,202
75219,-1140.5000000000002,0,114
40903,-2878.8000000000015,0,104
74654,66.53999999999999,10,0
90304,-2606.2900000000004,0,118
73292,-2633.1800000000035,0,190
49889,-2206.69,0,201
34054,-2254.5199999999995,0,109
68592,62.35,11,0
81455,-2316.02,0,122
89631,-2001.3100000000004,0,113
76758,-1814.3600000000004,0,115
24035,-1676.9600000000025,0,163
58346,-1591.280000000001,0,111
17213,-2071.83,0,109
53367,-1828.630000000001,0,125
50783,-3665.0299999999997,0,150
85270,-2799.06,0,189
54369,-2114.7500000000005,0,208
91908,-1921.9900000000005,0,119
48463,-2625.000000000001,0,146
81650,-1716.23,0,111
97981,196.25,33,0
21164,-3409.5100000000007,0,167
13299,-2032.7900000000004,0,109
3638,-2111.2700000000013,0,175
3638,149.87,21,0
80626,-2121.0200000000004,0,125
5319,-1748.640000000001,0,174
85917,-2377.780000000002,0,133
10514,-2310.8300000000027,0,178
14097,-1135.05,0,103
10514,141.85,22,0
70965,-2385.980000000001,0,183
99325,-2439.18,0,114
51091,-3440.0399999999995,0,120
85270,132.78,17,0
16210,-1903.7600000000027,0,224
26937,-1647.64,0,74
9724,-2015.400000000002,0,196
74469,-2404.0100000000007,0,123
99326,-1804.5200000000002,0,93
99326,22.5,4,0
46872,-1868.4600000000005,0,126
62659,-2427.670000000001,0,112
77183,-2855.240000000002,0,167
96882,-2513.2400000000007,0,126
66623,-1716.5100000000011,0,162
24889,-2408.830000000001,0,95
69562,-1724.7700000000002,0,93
19328,-2780.1400000000012,0,127
81946,-2333.83,0,118
77458,-2682.5899999999997,0,139
94981,-3041.8300000000004,0,142
23514,-1552.0600000000004,0,97
49222,-1885.49,0,83
29529,-1214.2199999999998,0,82
50536,-2428.590000000001,0,142
81316,217.95000000000002,24,0
75621,-1597.04,0,93
54297,-1950.6600000000008,0,104
70478,-1932.6700000000003,0,108
50709,-1484.4600000000003,0,117
70478,159.5,26,0
58523,-3272.9599999999987,0,137
30885,-2272.4900000000002,0,144
39131,-1886.2200000000023,0,174
37633,-1692.68,0,146
96425,-2408.540000000001,0,159
4759,-2531.0200000000004,0,121
35837,-1367.1,0,110
21937,-1997.4200000000023,0,189
4820,-2275.1499999999996,0,104
83485,116.5,18,0
5805,-2139.5400000000004,0,206
3017,-2288.0400000000004,0,196
89596,-1779.7100000000003,0,106
62970,-2216.4900000000002,0,127
46519,-2198.1000000000004,0,187
69906,162.5,27,0
21088,-2051.6400000000003,0,121
62987,-2233.4100000000003,0,121
52969,-1738.4800000000007,0,107
66623,173.3,30,0
91393,-2263.3900000000017,0,158
33486,-2184.0900000000024,0,175
55827,117.95,18,0
55827,-1762.3900000000006,0,105
66020,-1521.3200000000008,0,100
3615,-2109.8900000000012,0,134
19236,-2011.81,0,102
24223,-2090.3200000000006,0,81
89459,-1566.6400000000006,0,91
100827,-1826.260000000001,0,166
74123,-1321.7100000000003,0,89
11167,-2149.570000000001,0,128
91110,-1912.94,0,97
91110,166.5,24,0
80654,-1663.0300000000002,0,108
47286,-1584.2300000000005,0,170
70819,-1674.1600000000026,0,204
19641,-1657.0000000000005,0,128
68290,-1835.6800000000005,0,115
9925,-2258.7700000000004,0,180
23162,-2027.07,0,97
84070,-2163.930000000001,0,123
84136,-1933.1100000000024,0,158
84070,203.65,32,0
38433,-1472.7300000000005,0,113
52272,-1603.8600000000006,0,155
64184,-1500.47,0,96
52012,-2331.2400000000002,0,109
38625,-2163.480000000002,0,175
53693,-2129.15,0,75
44898,-2282.3100000000027,0,176
49480,-1792.9399999999998,0,89
70830,-1884.7600000000025,0,171
49480,68.0,12,0
52415,-2139.6600000000008,0,128
38625,175.35,27,0
52415,151.0,24,0
81402,-2128.7800000000007,0,121
72919,-2203.06,0,118
23033,164.7,30,0
31840,-2471.3800000000006,0,157
7446,-3880.9,0,142
67338,-1720.4100000000003,0,105
98065,-1669.34,0,107
83164,-2040.0900000000013,0,224
53066,-1680.180000000002,0,160
95009,-2069.4600000000005,0,112
14634,-2205.370000000001,0,126
29926,-2048.5200000000004,0,90
71809,-2359.3600000000006,0,201
96660,-1949.050000000001,0,162
85362,-2392.4700000000003,0,132
85362,153.5,24,0
17185,-1989.450000000001,0,149
72438,-1554.5300000000002,0,85
26146,-1818.0400000000006,0,100
32827,-2149.2300000000023,0,227
56325,-1614.0700000000013,0,148
4840,62.5,12,0
13798,-1807.9800000000016,0,178
92463,-2584.7700000000004,0,186
99363,-1566.500000000001,0,199
92463,59.9,12,0
77253,-1811.650000000002,0,156
15867,-4857.869999999999,0,101
67005,-2103.6500000000005,0,129
45642,-1663.6300000000006,0,76
84905,-1759.3800000000003,0,134
24515,-1885.8100000000009,0,99
65478,-2306.750000000001,0,131
45477,-1833.5700000000008,0,171
63180,-1403.43,0,135
45102,-1442.65,0,118
92977,-1547.63,0,88
62116,-2246.7200000000003,0,88
48013,-2131.5200000000004,0,135
16503,-1398.7899999999997,0,119
77753,-1271.2300000000005,0,104
90745,-2040.5600000000006,0,169
32413,-2163.99,0,129
8830,34.15,7,0
16634,-4631.190000000001,0,124
16634,82.5,14,0
81911,-1385.6800000000003,0,108
77753,100.15,19,0
12148,-1830.820000000001,0,135
25192,-1579.8,0,126
70215,-1698.43,0,88
32146,-1955.11,0,102
46451,-2034.6900000000005,0,99
24232,-1756.94,0,137
14272,-1638.2500000000014,0,174
16183,-1225.8800000000003,0,68
16503,100.5,13,0
25192,76.5,13,0
24059,-1776.3999999999999,0,81
70982,-1354.790000000001,0,155
12673,-2069.250000000001,0,115
97241,-2361.23,0,80
29401,-1733.56,0,107
4630,100.45,22,0
52883,120.55000000000001,23,0
56646,-1240.1100000000001,0,75
6627,-1531.78,0,103
68398,-1753.3100000000004,0,121
48375,-2251.9700000000025,0,154
52883,-2780.91,0,99
10913,-2981.15,0,122
66931,-1696.7700000000007,0,116
21178,-1686.9600000000005,0,86
37094,-2183.2100000000023,0,170
95744,-2368.0800000000004,0,147
39565,-2205.22,0,92
71000,-1445.5500000000002,0,117
81825,-1514.58,0,115
80068,-1458.5500000000006,0,102
84858,59.0,10,0
7984,-1694.4600000000005,0,130
37425,-2496.57,0,146
51811,-1851.590000000001,0,115
51751,-2366.2800000000025,0,190
85062,-1460.2700000000002,0,128
92710,-2226.720000000001,0,179
95478,-2073.960000000001,0,124
78078,-1580.6300000000003,0,106
95478,146.5,23,0
11570,-1608.56,0,92
42994,-1507.4699999999998,0,81
11570,300.11,34,0
69352,-2138.2200000000016,0,181
40683,-1549.22,0,88
27548,-1209.7400000000002,0,111
89249,-1503.2400000000005,0,117
1332,209.0,33,0
63918,-2761.04,0,151
96595,-1904.6500000000003,0,135
22425,-2803.0500000000015,0,202
33714,-2190.7999999999997,0,132
60674,-1931.5500000000002,0,141
62964,-1701.8200000000004,0,152
21686,-1301.8500000000006,0,199
95802,-1947.1000000000004,0,104
47299,-1594.4200000000003,0,89
73878,-2090.2,0,132
25657,-1843.4800000000023,0,165
99812,-2213.8500000000004,0,93
50372,196.62,25,0
29600,-1580.94,0,94
5445,164.0,27,0
21007,-1778.6900000000005,0,107
56132,-2720.5200000000013,0,139
62417,-1977.1300000000012,0,118
70939,-2398.07,0,163
36353,-2643.5600000000004,0,182
66261,-2057.090000000001,0,164
9399,-1865.59,0,160
97069,-2225.9600000000005,0,119
59131,-2040.4200000000005,0,113
33557,-2138.48,0,176
11734,-1999.2400000000002,0,102
34168,-2149.2800000000007,0,140
48753,-2359.19,0,141
48650,-1877.3500000000006,0,134
84613,-2034.7000000000007,0,162
84363,-1571.97,0,74
28476,-2031.3700000000003,0,170
28476,127.96000000000001,19,0
60871,-1940.4200000000008,0,184
37200,-1934.3700000000015,0,208
61083,-1840.62,0,140
91392,149.79,24,0
12069,-2026.4100000000003,0,118
26150,-2043.3500000000006,0,104
81855,-1363.1000000000001,0,115
46548,-1725.71,0,61
87886,-3354.71,0,108
37918,-1870.3900000000008,0,113
32108,-1727.3900000000003,0,149
27892,-2024.9600000000005,0,112
11099,-1448.1100000000004,0,116
11099,114.0,22,0
55030,-2128.130000000001,0,181
74697,-1951.7200000000016,0,216
10826,-2166.890000000002,0,216
52132,113.35,21,0
87372,-2045.230000000002,0,186
22188,-1487.2800000000016,0,149
94142,-2601.010000000003,0,154
37025,67.0,11,0
38031,-2562.74,0,152
36179,-1701.0100000000004,0,186
67016,-1750.3200000000002,0,88
7292,-1968.6000000000008,0,112
12359,-1934.7000000000005,0,105
58223,-2276.510000000001,0,152
58223,143.4,25,0
45087,-1986.1000000000015,0,168
23883,-1959.8400000000006,0,120
93787,-2310.920000000003,0,162
83719,-1977.0000000000018,0,217
100618,-1431.4,0,73
49205,-2985.07,0,270
100094,-2131.5600000000004,0,61
49205,261.1,37,0
27338,-2437.2500000000014,0,104
57389,-1557.8399999999997,0,83
18545,-2462.63,0,114
79175,-1968.44,0,96
18545,94.8,14,0
2641,-2204.090000000002,0,188
27780,153.5,25,0
31018,-1813.3400000000001,0,103
55052,-2809.07,0,157
65649,-2407.1499999999996,0,155
33591,-1335.0599999999997,0,51
43379,-2677.520000000002,0,186
49125,-1301.2400000000002,0,99
59511,-1564.6500000000003,0,101
2767,-1536.28,0,164
58170,-2624.860000000003,0,196
83741,-2090.3800000000015,0,88
70709,-2819.3800000000015,0,183
15838,-2066.4500000000025,0,145
11124,-2023.4800000000007,0,126
59444,-3206.9300000000017,0,201
20486,-1365.0499999999997,0,88
96085,-1784.3800000000008,0,138
55024,-2712.990000000001,0,114
43398,-2063.6800000000017,0,217
96085,84.65,16,0
14547,-1818.4400000000005,0,75
53878,84.0,13,0
43896,-2638.2600000000007,0,119
25097,-2718.300000000001,0,125
91010,-3018.510000000002,0,173
59352,-2861.960000000002,0,181
29708,-2834.960000000003,0,168
44863,-1971.1099999999997,0,128
53734,-1611.6000000000004,0,105
94394,-2698.7899999999995,0,194
47602,-1960.91,0,105
5511,-1659.7800000000009,0,152
19147,-1594.5999999999997,0,79
95872,171.54999999999998,30,0
23119,-2014.1000000000008,0,104
84251,-1811.0500000000006,0,133
44012,-2578.74,0,115
36227,-1644.7600000000004,0,98
26091,-1393.630000000001,0,167
29211,-1284.3200000000002,0,112
7120,-2261.7300000000014,0,165
29491,-1463.3899999999999,0,107
9088,-1592.3400000000006,0,126
77400,-2741.0200000000023,0,233
47856,-2873.7900000000013,0,229
65612,-1216.6900000000005,0,124
23004,-2685.0300000000007,0,151
44370,-3080.2400000000007,0,149
66136,-2000.1900000000007,0,131
28313,-1854.7100000000005,0,89
30350,-3867.3900000000012,0,178
39316,-1582.1699999999998,0,91
88148,-1915.730000000001,0,108
100489,-1585.5200000000004,0,89
72766,-1772.6200000000001,0,161
84535,-2585.48,0,114
44068,-2477.61,0,157
91761,-2279.0700000000024,0,170
25275,147.0,23,0
11821,-2622.3100000000013,0,201
63862,-2098.0500000000006,0,138
23585,-1521.1500000000015,0,187
39316,86.5,14,0
18565,169.0,27,0
20099,-1799.3400000000001,0,133
60476,-2080.8900000000003,0,118
25551,-2147.0599999999995,0,131
47890,-2011.1000000000001,0,121
25551,216.5,37,0
90105,-2123.53,0,197
6293,-1864.3000000000004,0,91
75868,-3154.48,0,208
55897,165.78,21,0
16802,-2291.100000000001,0,137
11211,-1607.0900000000004,0,88
86381,-1728.7800000000002,0,106
31726,-1991.8400000000013,0,187
57549,-2053.2500000000005,0,112
100608,-3833.300000000002,0,180
33112,-1655.56,0,98
44517,-1991.8200000000006,0,98
71627,-1535.3800000000006,0,112
94272,-3484.390000000001,0,99
55658,-5234.460000000001,0,84
44346,-2396.6400000000003,0,133
1784,-2180.3499999999995,0,97
98898,-2378.9,0,149
80950,-1210.3100000000002,0,80
3083,-1568.05,0,113
45835,-1453.5800000000004,0,109
18035,-1877.780000000001,0,156
63564,-1709.3100000000009,0,141
81912,-1968.3000000000018,0,156
94547,-2168.54,0,133
21278,-1396.6000000000001,0,111
29642,65.3,13,0
80661,-1748.71,0,74
8556,-1650.7500000000005,0,126
27168,-1696.540000000001,0,120
6059,-1462.8700000000003,0,129
10592,-1733.95,0,100
88122,-1915.210000000002,0,181
27594,-1544.91,0,104
11662,-2796.5000000000005,0,142
76135,100.5,14,0
76710,-3015.440000000001,0,181
86558,-2800.2700000000004,0,123
32991,-2316.02,0,114
63564,153.01999999999998,27,0
23110,-2112.8300000000004,0,158
96340,-1765.3000000000002,0,143
15418,-2781.650000000002,0,186
9508,-2373.920000000001,0,165
81014,-1615.1300000000015,0,165
98373,-1528.9900000000005,0,92
31650,-3068.740000000001,0,203
46421,-2216.28,0,173
27135,-2141.63,0,131
54640,-2089.690000000001,0,201
66387,-1563.970000000001,0,148
53471,-3117.52,0,146
23393,-1661.2000000000007,0,107
25859,-1476.320000000001,0,179
39527,-2593.7000000000007,0,131
57064,-1698.0800000000006,0,173
94332,-1731.8700000000001,0,99
35238,-1966.7800000000004,0,146
34218,-1260.0000000000002,0,82
66335,-1766.32,0,109
62428,-1754.8699999999997,0,118
16274,-1889.5700000000008,0,100
41467,-1660.2800000000016,0,155
60376,-1613.6400000000003,0,128
62873,-1674.6600000000005,0,82
60376,73.65,13,0
71920,-1290.5200000000002,0,102
61630,-2158.6200000000003,0,141
69710,-2398.1900000000005,0,143
46816,-2089.5000000000005,0,131
74081,-2208.3099999999995,0,90
60126,-2233.2400000000007,0,143
98590,-1852.9200000000005,0,108
16544,-2239.55,0,133
36570,-1827.3400000000008,0,120
71821,-1767.7400000000007,0,104
36570,133.0,20,0
31832,-2191.000000000001,0,109
30050,-2284.260000000003,0,180
56012,-1975.3200000000008,0,139
40137,-2213.49,0,160
39083,-1845.6300000000003,0,132
90620,-1911.0700000000018,0,190
26534,-2159.55,0,155
83998,-1706.0000000000014,0,174
64304,-1588.75,0,83
10004,-1774.540000000001,0,187
35189,-2969.0800000000004,0,144
48124,-3525.97,0,108
59816,-1526.29,0,74
84472,-1496.2900000000002,0,103
32635,-2699.800000000002,0,222
82011,-2743.2000000000003,0,125
91264,-2006.4700000000005,0,108
92626,118.0,19,0
56726,-2597.2700000000004,0,149
73011,-1443.73,0,93
25745,-1623.9400000000003,0,84
36798,-1810.83,0,79
42725,-3668.7500000000014,0,174
92626,-2562.3999999999996,0,122
2030,-2796.3500000000004,0,143
60056,-3286.5100000000007,0,228
52731,-1779.4700000000007,0,148
94164,-1827.1200000000003,0,91
4767,-1954.7000000000003,0,164
4767,216.35000000000002,32,0
63150,-2183.9900000000007,0,118
49174,-2234.4500000000007,0,172
97832,-2559.1599999999994,0,137
56482,-3880.359999999999,0,119
81434,-2017.910000000002,0,187
36291,-1454.0600000000004,0,109
16709,-2137.130000000002,0,212
36291,174.0,27,0
29008,-1756.3500000000017,0,181
46835,-4665.2300000000005,0,157
8568,-2129.91,0,65
46835,101.25,21,0
18371,65.0,11,0
76107,-1469.4800000000005,0,138
23819,-2124.4700000000003,0,152
76107,84.35,15,0
7143,-1035.9099999999999,0,95
6892,-2970.5199999999995,0,171
4838,-2980.98,0,152
98751,-1660.9900000000018,0,169
82886,-1915.08,0,103
27204,-1845.2000000000007,0,105
16209,162.0,26,0
17946,-2386.7400000000007,0,209
36919,-2491.0500000000015,0,209
55069,-1349.7900000000006,0,164
8306,-1305.76,0,89
4301,-1387.54,0,103
10696,-2949.7500000000005,0,155
68836,-1588.5100000000007,0,116
2288,-2084.2000000000007,0,155
97337,-1715.5200000000018,0,178
23829,124.0,21,0
82796,-1813.820000000001,0,191
54151,-2235.4400000000014,0,199
47911,-2467.9700000000007,0,123
54151,164.0,28,0
6468,-1767.2700000000007,0,130
41130,-2243.160000000001,0,216
47006,-2276.0,0,131
59100,-1818.1200000000006,0,133
77369,-2247.6,0,162
58969,-2073.430000000002,0,166
60326,-1183.0800000000004,0,91
17857,-2415.9900000000025,0,191
65427,-1653.0400000000004,0,98
93528,-2570.5200000000013,0,163
31596,-2345.82,0,96
39589,-2842.4300000000003,0,172
33047,-2485.5300000000007,0,96
67603,-2716.2300000000037,0,152
36350,-1255.5300000000007,0,95
34672,-1851.5900000000004,0,125
53737,-1729.9200000000003,0,104
15929,-2094.5400000000027,0,152
67440,-1854.9100000000021,0,147
69330,-2256.5400000000004,0,165
45115,-2111.3300000000004,0,112
78780,-2009.9600000000007,0,185
32808,-1842.2300000000002,0,128
92097,-1691.6100000000001,0,113
28887,-2199.990000000001,0,140
12387,-1771.3300000000017,0,173
43215,-1880.5900000000004,0,144
72745,-2290.8799999999997,0,130
35159,-2473.350000000002,0,193
21667,-2128.290000000001,0,200
77297,77.15,14,0
79121,-3217.999999999999,0,131
16020,-2220.88,0,109
63594,-2126.96,0,102
100947,-2029.2900000000004,0,146
97152,-1252.5900000000001,0,93
1910,-1467.5500000000006,0,165
49284,-1852.5600000000004,0,138
54824,102.5,19,0
65634,-2435.6600000000017,0,188
78067,-2301.12,0,148
22336,-3509.160000000003,0,199
10140,74.3,12,0
65781,-2103.7300000000023,0,143
20786,-2044.35,0,109
69286,-2399.4300000000035,0,166
3285,-1459.6499999999999,0,72
1570,125.15,21,0
63335,-2316.389999999999,0,103
63335,142.05,24,0
97632,-1966.8800000000008,0,163
37530,-2030.000000000001,0,132
91409,-1497.500000000001,0,74
15184,-2171.3000000000006,0,132
71190,-2078.670000000002,0,162
92018,-2142.0,0,115
38419,-1708.5900000000004,0,169
66699,-1622.6900000000007,0,130
73196,-2576.8200000000006,0,172
30129,-1621.6800000000003,0,129
73196,187.0,29,0
5058,-1542.3100000000002,0,110
36426,-2711.64,0,241
20769,-1689.6000000000001,0,77
54977,-1192.3900000000003,0,111
18252,-1380.2,0,94
29051,-2296.690000000001,0,189
81529,-1831.5700000000006,0,107
80083,-1942.3400000000013,0,107
61897,-1518.1900000000005,0,108
61897,66.0,13,0
28085,-2007.7700000000007,0,128
32498,-3266.130000000001,0,126
1390,229.97,32,0
78628,-2224.650000000001,0,224
95783,-1865.98,0,110
32221,-2120.77,0,141
73951,-1765.9200000000005,0,111
2236,-2460.4300000000007,0,167
73951,124.2,22,0
96177,-1666.9500000000003,0,111
7234,-1530.3600000000017,0,157
76492,-2480.7800000000007,0,136
7234,123.1,22,0
17947,-2355.330000000001,0,117
73684,-2104.9100000000003,0,84
55744,-1626.1000000000008,0,121
29699,-1888.6900000000007,0,103
29677,-1173.4500000000005,0,85
24547,-2669.0600000000004,0,102
35960,-1742.4200000000023,0,171
52083,-2627.150000000001,0,119
35960,169.71999999999997,26,0
20746,-1603.6899999999998,0,94
12542,-1768.3400000000022,0,177
43814,-2073.4700000000003,0,101
59712,-1966.950000000001,0,159
76588,-2384.44,0,172
100988,-2011.8500000000006,0,170
31303,-1471.84,0,98
100988,181.25,32,0
67962,-1109.35,0,63
31303,181.5,31,0
39688,-2434.1899999999996,0,88
66581,-1440.1100000000004,0,102
17938,-1788.1600000000005,0,118
89980,-2027.8300000000013,0,165
84510,133.45,22,0
93867,-2372.9200000000005,0,165
89980,58.45,10,0
59180,-2057.6400000000017,0,183
95001,-2082.9000000000005,0,121
52790,-1888.5400000000002,0,86
65119,-1381.7000000000005,0,108
96107,-2141.5300000000016,0,196
93765,-1819.63,0,154
78494,282.8,39,0
36648,-1497.9000000000008,0,175
64772,-2313.830000000001,0,164
6459,-1815.4000000000021,0,194
69639,-2085.8900000000003,0,112
52029,72.45,15,0
37014,-1124.34,0,82
97923,-1421.440000000001,0,162
57609,-2492.94,0,163
34409,-1553.5,0,95
27406,-1411.8500000000006,0,172
48217,-1359.33,0,78
25075,234.71,36,0
82912,-1771.7200000000003,0,121
85200,-2575.8,0,140
48449,-2454.660000000001,0,211
18827,-4120.17,0,127
15613,-1803.8299999999997,0,109
50744,-2880.62,0,102
17434,-1524.7600000000004,0,141
13642,44.53,6,0
45728,-1648.8300000000008,0,121
75305,-1830.3400000000017,0,179
67827,-2471.3600000000006,0,145
44648,-2629.6999999999994,0,111
23329,-1599.5600000000002,0,96
93938,36.8,7,0
73858,-1601.05,0,69
42977,-2222.0500000000015,0,184
90784,-1831.2900000000009,0,175
27697,-2496.2800000000016,0,175
56458,-2436.1400000000003,0,86
52986,132.62,20,0
42383,-2789.6700000000023,0,192
95132,-2986.69,0,186
43447,-2074.1100000000006,0,137
81963,-1540.660000000001,0,191
76757,-2491.21,0,149
18153,-2223.490000000001,0,163
84131,-1504.67,0,96
69639,87.5,15,0
52742,-1730.7500000000007,0,217
28242,-2005.7100000000016,0,181
28242,99.95,17,0
50513,-2502.63,0,116
58008,-2547.61,0,126
83210,-1820.0200000000002,0,125
71496,-1913.6700000000012,0,161
42134,-2861.3800000000015,0,188
87098,-2580.1,0,141
26847,-1478.8800000000008,0,128
28399,-2693.1900000000005,0,122
36460,-3253.6199999999994,0,124
4571,-2857.289999999999,0,89
95578,-2715.000000000001,0,117
9360,-2061.6000000000026,0,183
33571,-2112.9800000000014,0,183
23872,-2384.1400000000003,0,146
16045,176.45,31,0
94879,-2690.919999999999,0,200
92551,-1550.6600000000003,0,116
84262,-2114.2900000000027,0,154
39637,-2341.3600000000006,0,115
3890,-1776.980000000001,0,174
89140,-2687.399999999999,0,184
38020,-2896.6700000000005,0,121
85983,-2270.53,0,193
40598,-1685.6200000000001,0,131
21960,-2081.2100000000005,0,103
22432,-2082.5900000000006,0,97
95543,-2222.2200000000003,0,113
36150,-2757.79,0,209
2137,-2376.6200000000017,0,190
81785,-2036.7900000000018,0,164
70299,-1758.5500000000009,0,125
66064,-1217.55,0,55
66064,180.91,25,0
19143,-1771.3600000000006,0,129
1835,-1598.8700000000001,0,128
98491,-1948.5300000000007,0,214
71049,-2143.47,0,157
1357,-1846.1400000000006,0,113
35307,-2367.260000000001,0,164
56961,-2564.3099999999995,0,154
76287,-1965.6800000000005,0,146
21822,-3532.16,0,113
4930,-1542.64,0,122
83454,-3087.910000000001,0,109
59639,-1569.4,0,124
82490,-1587.72,0,109
76974,-2192.4700000000007,0,192
76974,158.60999999999999,26,0
59828,-1750.1900000000016,0,186
92416,-1815.2600000000004,0,109
85169,262.20000000000005,39,0
88603,-1908.4900000000011,0,165
13023,-1480.3799999999999,0,91
40382,130.5,20,0
44661,-2357.4500000000007,0,101
44661,68.5,13,0
50725,-1996.8400000000001,0,106
49153,-2132.930000000002,0,183
31834,-2716.0200000000004,0,142
64291,-1827.5900000000001,0,93
90829,-1485.2100000000003,0,118
