account,transaction,income_count,expense_count,anomaly
59444,-3206.9300000000017,0,201,1
20486,-1365.0499999999995,0,88,1
96085,-1784.3800000000008,0,138,1
55024,-2712.990000000001,0,114,1
43398,-2063.6800000000017,0,217,1
96085,84.65,16,0,1
14547,-1818.4400000000005,0,75,1
53878,84.0,13,0,1
43896,-2638.2600000000007,0,119,1
25097,-2718.300000000001,0,125,1
91010,-3018.510000000002,0,173,1
59352,-2861.960000000002,0,181,1
29708,-2834.960000000003,0,168,1
44863,-1971.11,0,128,1
53734,-1611.6000000000004,0,105,1
94394,-2698.7899999999995,0,194,1
47602,-1960.91,0,105,1
5511,-1659.7800000000009,0,152,1
19147,-1594.5999999999997,0,79,1
95872,171.54999999999998,30,0,1
23119,-2014.1000000000008,0,104,1
84251,-1811.0500000000009,0,133,1
44012,-2578.74,0,115,1
36227,-1644.7600000000004,0,98,1
26091,-1393.630000000001,0,167,1
29211,-1284.3200000000002,0,112,1
7120,-2261.7300000000014,0,165,1
29491,-1463.39,0,107,1
9088,-1592.3400000000006,0,126,1
77400,-2741.0200000000023,0,233,1
47856,-2873.7900000000013,0,229,1
65612,-1216.6900000000005,0,124,1
23004,-2685.0300000000007,0,151,1
44370,-3080.2400000000007,0,149,1
66136,-2000.1900000000007,0,131,1
28313,-1854.7100000000005,0,89,1
30350,-3867.390000000001,0,178,1
39316,-1582.1699999999998,0,91,1
88148,-1915.730000000001,0,108,1
100489,-1585.5200000000004,0,89,1
72766,-1772.62,0,161,1
84535,-2585.48,0,114,1
44068,-2477.61,0,157,1
91761,-2279.0700000000024,0,170,1
25275,147.0,23,0,1
11821,-2622.3100000000013,0,201,1
63862,-2098.0500000000006,0,138,1
23585,-1521.1500000000017,0,187,1
39316,86.5,14,0,1
18565,169.0,27,0,1
20099,-1799.34,0,133,1
60476,-2080.8900000000003,0,118,1
25551,-2147.0599999999995,0,131,1
47890,-2011.1,0,121,1
25551,216.5,37,0,1
90105,-2123.53,0,197,1
6293,-1864.3000000000004,0,91,1
75868,-3154.48,0,208,1
55897,165.78,21,0,1
16802,-2291.100000000001,0,137,1
11211,-1607.0900000000004,0,88,1
86381,-1728.7800000000002,0,106,1
31726,-1991.8400000000013,0,187,1
57549,-2053.2500000000005,0,112,1
100608,-3833.300000000002,0,180,1
33112,-1655.56,0,98,1
44517,-1991.8200000000008,0,98,1
71627,-1535.3800000000006,0,112,1
94272,-3484.390000000001,0,99,1
55658,-5234.460000000001,0,84,1
44346,-2396.6400000000003,0,133,1
1784,-2180.3499999999995,0,97,1
98898,-2378.9,0,149,1
80950,-1210.3100000000002,0,80,1
3083,-1568.05,0,113,1
45835,-1453.5800000000004,0,109,1
18035,-1877.780000000001,0,156,1
63564,-1709.3100000000009,0,141,1
81912,-1968.3000000000015,0,156,1
94547,-2168.54,0,133,1
21278,-1396.6,0,111,1
29642,65.3,13,0,1
80661,-1748.71,0,74,1
8556,-1650.7500000000005,0,126,1
27168,-1696.540000000001,0,120,1
6059,-1462.8700000000003,0,129,1
10592,-1733.95,0,100,1
88122,-1915.210000000002,0,181,1
27594,-1544.91,0,104,1
11662,-2796.5000000000005,0,142,1
76135,100.5,14,0,1
76710,-3015.440000000001,0,181,1
86558,-2800.2700000000004,0,123,1
32991,-2316.02,0,114,1
63564,153.01999999999998,27,0,1
23110,-2112.8300000000004,0,158,1
96340,-1765.3000000000002,0,143,1
15418,-2781.650000000002,0,186,1
9508,-2373.920000000001,0,165,1
81014,-1615.1300000000017,0,165,1
98373,-1528.9900000000005,0,92,1
31650,-3068.740000000001,0,203,1
46421,-2216.28,0,173,1
27135,-2141.63,0,131,1
54640,-2089.690000000001,0,201,1
66387,-1563.970000000001,0,148,1
53471,-3117.52,0,146,1
23393,-1661.2000000000007,0,107,1
25859,-1476.320000000001,0,179,1
39527,-2593.7000000000007,0,131,1
57064,-1698.0800000000006,0,173,1
94332,-1731.87,0,99,1
35238,-1966.7800000000004,0,146,1
34218,-1260.0000000000002,0,82,1
66335,-1766.32,0,109,1
62428,-1754.8699999999997,0,118,1
16274,-1889.5700000000008,0,100,1
41467,-1660.2800000000016,0,155,1
60376,-1613.6400000000003,0,128,1
62873,-1674.6600000000003,0,82,1
60376,73.65,13,0,1
71920,-1290.5200000000002,0,102,1
61630,-2158.6200000000003,0,141,1
69710,-2398.1900000000005,0,143,1
46816,-2089.5000000000005,0,131,1
74081,-2208.3099999999995,0,90,1
60126,-2233.2400000000007,0,143,1
98590,-1852.9200000000003,0,108,1
16544,-2239.55,0,133,1
36570,-1827.3400000000008,0,120,1
71821,-1767.7400000000007,0,104,1
36570,133.0,20,0,1
31832,-2191.000000000001,0,109,1
30050,-2284.260000000003,0,180,1
56012,-1975.3200000000008,0,139,1
40137,-2213.49,0,160,1
39083,-1845.6300000000003,0,132,1
90620,-1911.0700000000015,0,190,1
26534,-2159.55,0,155,1
83998,-1706.0000000000014,0,174,1
64304,-1588.75,0,83,1
10004,-1774.540000000001,0,187,1
35189,-2969.0800000000004,0,144,1
48124,-3525.97,0,108,1
59816,-1526.29,0,74,1
84472,-1496.2900000000002,0,103,1
32635,-2699.800000000002,0,222,1
82011,-2743.2000000000003,0,125,1
91264,-2006.4700000000005,0,108,1
92626,118.0,19,0,1
56726,-2597.2700000000004,0,149,1
73011,-1443.73,0,93,1
25745,-1623.9400000000005,0,84,1
36798,-1810.83,0,79,1
42725,-3668.750000000002,0,174,1
92626,-2562.4,0,122,1
2030,-2796.3500000000004,0,143,1
60056,-3286.5100000000007,0,228,1
52731,-1779.4700000000007,0,148,1
94164,-1827.1200000000003,0,91,1
4767,-1954.7000000000005,0,164,1
4767,216.35,32,0,1
63150,-2183.9900000000007,0,118,1
49174,-2234.4500000000007,0,172,1
97832,-2559.1599999999994,0,137,1
56482,-3880.359999999999,0,119,1
81434,-2017.910000000002,0,187,1
36291,-1454.0600000000004,0,109,1
16709,-2137.130000000002,0,212,1
36291,174.0,27,0,1
29008,-1756.3500000000015,0,181,1
46835,-4665.2300000000005,0,157,1
8568,-2129.91,0,65,1
46835,101.25,21,0,1
18371,65.0,11,0,1
76107,-1469.4800000000005,0,138,1
23819,-2124.4700000000003,0,152,1
76107,84.35,15,0,1
7143,-1035.91,0,95,1
6892,-2970.5199999999995,0,171,1
4838,-2980.98,0,152,1
98751,-1660.9900000000018,0,169,1
82886,-1915.08,0,103,1
27204,-1845.2000000000007,0,105,1
16209,162.0,26,0,1
17946,-2386.7400000000007,0,209,1
36919,-2491.050000000001,0,209,1
55069,-1349.7900000000006,0,164,1
8306,-1305.76,0,89,1
4301,-1387.54,0,103,1
10696,-2949.7500000000005,0,155,1
68836,-1588.510000000001,0,116,1
2288,-2084.2000000000007,0,155,1
97337,-1715.5200000000018,0,178,1
23829,124.0,21,0,1
82796,-1813.820000000001,0,191,1
54151,-2235.4400000000014,0,199,1
47911,-2467.9700000000007,0,123,1
54151,164.0,28,0,1
6468,-1767.270000000001,0,130,1
41130,-2243.160000000001,0,216,1
47006,-2276.0,0,131,1
59100,-1818.1200000000008,0,133,1
77369,-2247.6,0,162,1
58969,-2073.430000000002,0,166,1
60326,-1183.0800000000004,0,91,1
17857,-2415.9900000000025,0,191,1
65427,-1653.0400000000004,0,98,1
93528,-2570.5200000000013,0,163,1
31596,-2345.82,0,96,1
39589,-2842.4300000000003,0,172,1
33047,-2485.5300000000007,0,96,1
67603,-2716.230000000004,0,152,1
36350,-1255.5300000000009,0,95,1
34672,-1851.5900000000004,0,125,1
53737,-1729.9200000000003,0,104,1
15929,-2094.5400000000027,0,152,1
67440,-1854.910000000002,0,147,1
69330,-2256.5400000000004,0,165,1
45115,-2111.3300000000004,0,112,1
78780,-2009.9600000000007,0,185,1
32808,-1842.23,0,128,1
92097,-1691.61,0,113,1
28887,-2199.990000000001,0,140,1
12387,-1771.3300000000015,0,173,1
43215,-1880.5900000000004,0,144,1
72745,-2290.88,0,130,1
35159,-2473.350000000002,0,193,1
21667,-2128.290000000001,0,200,1
77297,77.15,14,0,1
79121,-3217.999999999999,0,131,1
16020,-2220.88,0,109,1
63594,-2126.96,0,102,1
100947,-2029.2900000000004,0,146,1
97152,-1252.59,0,93,1
1910,-1467.5500000000006,0,165,1
49284,-1852.5600000000004,0,138,1
54824,102.5,19,0,1
65634,-2435.6600000000017,0,188,1
78067,-2301.12,0,148,1
22336,-3509.160000000003,0,199,1
10140,74.3,12,0,1
65781,-2103.7300000000023,0,143,1
20786,-2044.35,0,109,1
69286,-2399.4300000000035,0,166,1
3285,-1459.65,0,72,1
1570,125.15,21,0,1
63335,-2316.389999999999,0,103,1
63335,142.05,24,0,1
97632,-1966.8800000000008,0,163,1
37530,-2030.000000000001,0,132,1
91409,-1497.500000000001,0,74,1
15184,-2171.3000000000006,0,132,1
71190,-2078.670000000002,0,162,1
92018,-2142.0,0,115,1
38419,-1708.5900000000004,0,169,1
66699,-1622.6900000000007,0,130,1
73196,-2576.8200000000006,0,172,1
30129,-1621.6800000000003,0,129,1
73196,187.0,29,0,1
5058,-1542.3100000000002,0,110,1
36426,-2711.64,0,241,1
20769,-1689.6,0,77,1
54977,-1192.3900000000003,0,111,1
18252,-1380.2,0,94,1
29051,-2296.690000000001,0,189,1
81529,-1831.5700000000008,0,107,1
80083,-1942.3400000000013,0,107,1
61897,-1518.1900000000005,0,108,1
61897,66.0,13,0,1
28085,-2007.770000000001,0,128,1
32498,-3266.130000000001,0,126,1
1390,229.97,32,0,1
78628,-2224.650000000001,0,224,1
95783,-1865.98,0,110,1
32221,-2120.77,0,141,1
73951,-1765.9200000000003,0,111,1
2236,-2460.4300000000007,0,167,1
73951,124.2,22,0,1
96177,-1666.9500000000005,0,111,1
7234,-1530.3600000000015,0,157,1
76492,-2480.7800000000007,0,136,1
7234,123.1,22,0,1
17947,-2355.330000000001,0,117,1
73684,-2104.9100000000003,0,84,1
55744,-1626.1000000000008,0,121,1
29699,-1888.6900000000007,0,103,1
29677,-1173.4500000000005,0,85,1
24547,-2669.0600000000004,0,102,1
35960,-1742.4200000000023,0,171,1
52083,-2627.150000000001,0,119,1
35960,169.71999999999997,26,0,1
20746,-1603.6899999999998,0,94,1
12542,-1768.3400000000022,0,177,1
43814,-2073.4700000000003,0,101,1
59712,-1966.950000000001,0,159,1
76588,-2384.44,0,172,1
100988,-2011.8500000000008,0,170,1
31303,-1471.84,0,98,1
100988,181.25,32,0,1
67962,-1109.35,0,63,1
31303,181.5,31,0,1
39688,-2434.19,0,88,1
66581,-1440.1100000000004,0,102,1
17938,-1788.1600000000003,0,118,1
89980,-2027.8300000000013,0,165,1
84510,133.45,22,0,1
93867,-2372.9200000000005,0,165,1
89980,58.45,10,0,1
59180,-2057.6400000000017,0,183,1
95001,-2082.9000000000005,0,121,1
52790,-1888.54,0,86,1
65119,-1381.7000000000005,0,108,1
96107,-2141.5300000000016,0,196,1
93765,-1819.63,0,154,1
78494,282.8,39,0,1
36648,-1497.9000000000008,0,175,1
64772,-2313.830000000001,0,164,1
6459,-1815.400000000002,0,194,1
69639,-2085.8900000000003,0,112,1
52029,72.45,15,0,1
37014,-1124.34,0,82,1
97923,-1421.440000000001,0,162,1
57609,-2492.94,0,163,1
34409,-1553.5,0,95,1
27406,-1411.8500000000006,0,172,1
48217,-1359.33,0,78,1
25075,234.71,36,0,1
82912,-1771.7200000000005,0,121,1
85200,-2575.8,0,140,1
48449,-2454.660000000001,0,211,1
18827,-4120.17,0,127,1
15613,-1803.83,0,109,1
50744,-2880.62,0,102,1
17434,-1524.7600000000004,0,141,1
13642,44.53,6,0,1
45728,-1648.8300000000008,0,121,1
75305,-1830.3400000000015,0,179,1
67827,-2471.3600000000006,0,145,1
44648,-2629.7,0,111,1
23329,-1599.5600000000002,0,96,1
93938,36.8,7,0,1
73858,-1601.05,0,69,1
42977,-2222.050000000001,0,184,1
90784,-1831.2900000000009,0,175,1
27697,-2496.2800000000016,0,175,1
56458,-2436.1400000000003,0,86,1
52986,132.62,20,0,1
42383,-2789.6700000000023,0,192,1
95132,-2986.69,0,186,1
43447,-2074.1100000000006,0,137,1
81963,-1540.660000000001,0,191,1
76757,-2491.21,0,149,1
18153,-2223.490000000001,0,163,1
84131,-1504.67,0,96,1
69639,87.5,15,0,1
52742,-1730.750000000001,0,217,1
28242,-2005.7100000000016,0,181,1
28242,99.95,17,0,1
50513,-2502.63,0,116,1
58008,-2547.61,0,126,1
83210,-1820.02,0,125,1
71496,-1913.6700000000008,0,161,1
42134,-2861.380000000001,0,188,1
87098,-2580.1,0,141,1
26847,-1478.8800000000008,0,128,1
28399,-2693.1900000000005,0,122,1
36460,-3253.6199999999994,0,124,1
4571,-2857.289999999999,0,89,1
95578,-2715.000000000001,0,117,1
9360,-2061.600000000002,0,183,1
33571,-2112.9800000000014,0,183,1
23872,-2384.1400000000003,0,146,1
16045,176.45,31,0,1
94879,-2690.919999999999,0,200,1
92551,-1550.6600000000003,0,116,1
84262,-2114.2900000000027,0,154,1
39637,-2341.3600000000006,0,115,1
3890,-1776.980000000001,0,174,1
89140,-2687.399999999999,0,184,1
38020,-2896.6700000000005,0,121,1
85983,-2270.53,0,193,1
40598,-1685.62,0,131,1
21960,-2081.2100000000005,0,103,1
22432,-2082.5900000000006,0,97,1
95543,-2222.2200000000003,0,113,1
36150,-2757.79,0,209,1
2137,-2376.6200000000017,0,190,1
81785,-2036.7900000000016,0,164,1
70299,-1758.5500000000009,0,125,1
66064,-1217.55,0,55,1
66064,180.91,25,0,1
19143,-1771.3600000000006,0,129,1
1835,-1598.87,0,128,1
98491,-1948.5300000000009,0,214,1
71049,-2143.47,0,157,1
1357,-1846.1400000000008,0,113,1
35307,-2367.260000000001,0,164,1
56961,-2564.3099999999995,0,154,1
76287,-1965.6800000000003,0,146,1
21822,-3532.16,0,113,1
4930,-1542.64,0,122,1
83454,-3087.910000000001,0,109,1
59639,-1569.4,0,124,1
82490,-1587.72,0,109,1
76974,-2192.4700000000007,0,192,1
76974,158.61,26,0,1
59828,-1750.1900000000016,0,186,1
92416,-1815.2600000000004,0,109,1
85169,262.20000000000005,39,0,1
88603,-1908.4900000000007,0,165,1
13023,-1480.38,0,91,1
40382,130.5,20,0,1
44661,-2357.4500000000007,0,101,1
44661,68.5,13,0,1
50725,-1996.84,0,106,1
49153,-2132.930000000002,0,183,1
31834,-2716.0200000000004,0,142,1
64291,-1827.59,0,93,1
90829,-1485.2100000000005,0,118,1
92721,-1438.0900000000008,0,121,1
92175,-1684.05,0,111,1
46422,86.5,15,0,1
43369,-3521.2999999999997,0,219,1
17360,-1257.7700000000004,0,107,1
73953,-1902.59,0,142,1
29264,-1900.8400000000004,0,136,1
100805,-983.3299999999998,0,84,1
66200,-2645.59,0,128,1
36540,-1565.19,0,109,1
47140,-1970.110000000001,0,133,1
46779,-2198.690000000001,0,112,1
81218,-1413.8700000000013,0,212,1
18161,-1825.76,0,98,1
3694,-1860.55,0,109,1
75501,-1800.1000000000013,0,197,1
100159,-1858.740000000002,0,158,1
94497,-2078.8200000000006,0,108,1
63380,113.22,16,0,1
55772,-1366.370000000002,0,147,1
62047,-1611.9900000000005,0,102,1
63927,-1509.93,0,133,1
41275,-1508.4400000000007,0,93,1
78110,-1384.9600000000012,0,153,1
78110,66.4,13,0,1
55586,-3110.5999999999995,0,116,1
29141,-1545.7200000000005,0,107,1
98847,-1808.940000000001,0,144,1
5412,-2545.34,0,112,1
25240,-2800.070000000001,0,137,1
100324,-1325.0400000000002,0,127,1
97728,-1698.5100000000004,0,99,1
9186,-1454.6400000000017,0,146,1
57079,-2280.8,0,121,1
51989,-1725.3600000000008,0,158,1
86698,-1488.7,0,112,1
97867,-1293.4700000000005,0,110,1
20148,-2778.38,0,116,1
57450,-1714.6300000000026,0,173,1
60919,-1502.1099999999997,0,86,1
45008,104.65,18,0,1
6406,-5265.7,0,188,1
22345,-1896.8600000000004,0,92,1
6406,128.75,23,0,1
24931,-2645.49,0,112,1
4403,-1437.2200000000005,0,124,1
68037,-1489.5100000000002,0,96,1
27887,-1816.9100000000003,0,151,1
68037,65.9,13,0,1
78673,-1875.1500000000017,0,165,1
54728,-2033.000000000001,0,123,1
59631,-2009.6900000000005,0,110,1
71763,-3590.360000000001,0,95,1
59846,-2131.2400000000007,0,104,1
62608,-1662.73,0,113,1
79896,-2119.330000000002,0,186,1
21922,-2092.9700000000025,0,192,1
79896,139.15,25,0,1
90388,-1544.9400000000005,0,91,1
99335,-1860.9300000000003,0,141,1
95880,-1486.12,0,112,1
92848,-2120.4100000000003,0,113,1
53181,-1485.2800000000004,0,113,1
24570,-1596.3900000000006,0,98,1
24570,131.4,23,0,1
95719,-2332.280000000002,0,179,1
82687,-2592.180000000001,0,141,1
74285,-1479.2200000000005,0,125,1
34196,-1962.4300000000012,0,157,1
79033,-1922.13,0,144,1
52122,-2135.340000000002,0,181,1
86503,-1809.8100000000009,0,120,1
72789,-2940.9400000000005,0,89,1
96051,-1816.34,0,97,1
45092,-2455.4300000000035,0,222,1
80073,-2180.48,0,124,1
41657,-1597.36,0,92,1
100640,-2219.1600000000008,0,118,1
71988,-2356.8200000000006,0,140,1
69698,-1954.710000000001,0,153,1
31693,200.20000000000005,35,0,1
49136,-3342.220000000001,0,173,1
33155,107.75,18,0,1
90749,-1517.750000000001,0,115,1
90749,155.0,27,0,1
23776,-2324.82,0,129,1
34874,-1291.1000000000004,0,119,1
1087,-1312.2400000000007,0,179,1
80492,-2416.970000000001,0,123,1
51379,89.5,14,0,1
50562,-2330.2400000000007,0,174,1
37490,-2487.7500000000005,0,112,1
19036,-1008.4900000000004,0,88,1
55334,250.02,39,0,1
90817,-1796.7400000000011,0,184,1
53703,-1451.27,0,76,1
90817,106.3,19,0,1
59055,-1558.1900000000005,0,148,1
57652,174.5,29,0,1
34291,117.5,18,0,1
60852,-1762.5600000000004,0,127,1
16482,180.5,30,0,1
25210,-1211.4299999999998,0,146,1
78389,-907.1,0,95,1
68438,-1883.52,0,88,1
66414,-1608.7900000000002,0,134,1
6919,-1486.200000000002,0,166,1
55303,-1580.16,0,141,1
13615,177.0,28,0,1
46860,-1122.7399999999998,0,152,1
47607,-1487.3300000000004,0,153,1
78423,-2021.8300000000013,0,163,1
80353,-1424.8500000000006,0,159,1
40966,-1510.48,0,78,1
7519,191.5,30,0,1
39101,-1418.93,0,107,1
21153,-1484.31,0,123,1
24009,-1047.7900000000002,0,155,1
88673,-1905.3700000000013,0,205,1
91593,-1867.6000000000015,0,220,1
29210,-1106.5699999999997,0,93,1
49994,124.5,21,0,1
11420,-2073.1700000000005,0,123,1
49092,-1223.7599999999998,0,112,1
91054,-1632.1800000000003,0,86,1
55472,-2183.2600000000016,0,163,1
7310,-1786.1400000000012,0,198,1
9267,-2126.53,0,123,1
94318,-1906.3100000000024,0,202,1
23969,-1679.5500000000002,0,152,1
83591,-2251.5400000000022,0,211,1
69160,-1542.2800000000004,0,81,1
55110,-1621.7300000000005,0,117,1
26846,-1768.7000000000012,0,155,1
53873,-1537.6500000000003,0,110,1
72704,-1661.4100000000008,0,73,1
14935,-1080.5,0,148,1
19491,-1090.6,0,85,1
70163,-2236.81,0,122,1
60852,118.95,24,0,1
88673,95.6,16,0,1
98083,-1577.2100000000005,0,95,1
11448,-2550.92,0,177,1
66359,219.8,39,0,1
69632,-1349.5300000000009,0,155,1
52073,-1559.6400000000012,0,183,1
84061,-1966.56,0,141,1
73141,-1738.39,0,153,1
84061,86.0,15,0,1
66961,-1401.74,0,91,1
75418,-1939.14,0,111,1
98336,-1527.72,0,132,1
75418,108.25,20,0,1
16997,-1946.770000000001,0,104,1
19818,-1850.92,0,109,1
68478,-1130.5800000000002,0,114,1
43736,61.0,11,0,1
24766,-2266.3700000000003,0,124,1
22482,-1361.94,0,104,1
60313,-1554.5300000000004,0,85,1
62083,-1668.9700000000012,0,124,1
78445,-1491.4200000000003,0,138,1
29861,-2526.5500000000006,0,138,1
78445,56.9,12,0,1
63705,-1486.4400000000007,0,137,1
61872,-1823.4200000000003,0,149,1
87997,-1142.7099999999998,0,105,1
91107,-1737.5900000000006,0,99,1
1186,-1944.4600000000007,0,126,1
83816,-890.09,0,93,1
53674,-998.9699999999998,0,94,1
48652,-1765.660000000002,0,191,1
32859,-1171.85,0,109,1
38820,-2175.690000000001,0,120,1
19005,-1053.62,0,113,1
16419,-1571.4300000000003,0,131,1
23907,-1460.5400000000004,0,111,1
31514,-1517.830000000001,0,136,1
50412,-1866.47,0,160,1
99492,-1286.5299999999995,0,104,1
16105,-1653.28,0,135,1
24988,-1513.9100000000003,0,97,1
27975,-1323.19,0,84,1
31907,-1383.2900000000004,0,99,1
60558,-1409.4600000000005,0,119,1
18732,-1356.3100000000002,0,134,1
22351,-1262.16,0,107,1
13865,-1665.000000000001,0,135,1
60534,83.4,13,0,1
23521,-1316.6500000000012,0,164,1
89635,192.98,20,0,1
15501,-1273.3200000000004,0,131,1
90903,-1566.1,0,139,1
24033,-1697.3300000000013,0,227,1
33380,59.35,13,0,1
66852,-1407.4500000000005,0,94,1
39680,-1089.25,0,129,1
84479,19.15,4,0,1
75031,-1252.41,0,95,1
32491,-1410.9000000000003,0,133,1
97940,-2152.7100000000005,0,202,1
88710,-2080.4200000000005,0,111,1
26969,-1497.260000000001,0,154,1
53527,-1265.4300000000007,0,183,1
69250,-1636.020000000001,0,109,1
22291,-1839.6700000000003,0,155,1
2574,-1300.8100000000002,0,140,1
71007,-1359.6799999999998,0,132,1
25518,-1143.67,0,126,1
58105,-1620.7400000000002,0,123,1
27354,110.5,19,0,1
46400,-1463.38,0,103,1
55868,-1366.4500000000005,0,201,1
100478,-1359.3500000000004,0,129,1
64207,-1496.76,0,114,1
95994,-1675.7399999999998,0,85,1
64207,213.5,35,0,1
23849,-2008.5900000000004,0,144,1
100282,-1831.3000000000009,0,129,1
1393,-1533.8800000000003,0,83,1
50582,-1994.3300000000004,0,106,1
2274,-1798.660000000001,0,192,1
9022,-1897.5300000000009,0,127,1
60160,-1382.3700000000003,0,120,1
4559,-1288.9800000000002,0,103,1
82590,-1254.23,0,117,1
59256,-1476.5900000000004,0,99,1
93399,-1678.8500000000008,0,166,1
43977,-1895.4600000000016,0,179,1
93399,150.35,25,0,1
50152,-2376.5800000000013,0,138,1
51186,-1653.020000000001,0,126,1
61219,-1351.3599999999997,0,145,1
76410,-1180.4700000000005,0,128,1
35516,-1337.5600000000002,0,141,1
51517,-1236.5200000000004,0,166,1
19668,-1573.5700000000004,0,99,1
51517,147.95,23,0,1
47133,-1185.4899999999998,0,92,1
73031,-1568.8500000000004,0,110,1
26464,-1610.66,0,135,1
61680,158.55,28,0,1
77136,-1845.6900000000005,0,264,1
26464,148.0,27,0,1
48522,-1482.49,0,118,1
42193,-2405.520000000001,0,151,1
28993,-1376.41,0,84,1
28993,158.0,27,0,1
13993,-1472.2900000000002,0,102,1
22106,-1921.140000000002,0,207,1
45165,-1608.3400000000015,0,139,1
34431,-1829.170000000001,0,105,1
50511,-1178.87,0,73,1
55540,-1327.7,0,109,1
12733,-1270.9700000000005,0,174,1
2100,-1900.3300000000013,0,173,1
12733,123.1,24,0,1
58400,-1994.1100000000013,0,202,1
87926,-2110.99,0,129,1
3822,-1133.53,0,105,1
56828,-1444.8000000000004,0,104,1
56828,127.15,22,0,1
81504,-1497.62,0,102,1
63654,-1380.8500000000008,0,98,1
32616,135.45,21,0,1
5237,-1317.5300000000004,0,95,1
82240,-1739.4600000000014,0,197,1
93771,-1697.1200000000006,0,95,1
93771,53.85,9,0,1
17052,-1192.4700000000005,0,161,1
9874,-1521.5400000000004,0,120,1
65384,147.85000000000002,30,0,1
2876,-1113.2800000000002,0,99,1
82756,-1301.8100000000004,0,115,1
43016,-1539.5399999999995,0,131,1
6016,-1431.3500000000004,0,124,1
44474,-1115.76,0,87,1
58141,-1538.930000000002,0,202,1
65369,-1218.89,0,82,1
84459,-1256.38,0,105,1
39298,-1853.4900000000005,0,190,1
12229,-1814.980000000001,0,138,1
16299,-2217.5700000000024,0,222,1
3642,-1416.31,0,88,1
73608,-1634.1700000000003,0,131,1
66774,-1537.9000000000003,0,110,1
41967,-863.6899999999999,0,65,1
66774,84.8,15,0,1
50817,-1694.8500000000013,0,209,1
11550,-1076.2900000000006,0,170,1
48028,-1918.4800000000007,0,180,1
11550,149.65,27,0,1
5556,-1558.2300000000002,0,90,1
66170,-1594.8700000000017,0,206,1
55254,-1380.4500000000005,0,168,1
94833,-1561.6800000000012,0,177,1
68097,-1567.53,0,127,1
9936,-1107.65,0,106,1
58150,-877.98,0,66,1
89455,-1332.1100000000013,0,170,1
64100,-2533.230000000001,0,199,1
69279,-1115.9,0,150,1
93588,-1197.0699999999997,0,145,1
38315,-2018.6600000000003,0,139,1
92959,-1267.6400000000017,0,200,1
24375,-1441.8800000000006,0,156,1
77136,145.4,24,0,1
93303,-1328.1700000000003,0,119,1
24830,127.5,22,0,1
28776,-2059.380000000001,0,200,1
58076,-885.54,0,104,1
33257,-1636.08,0,131,1
40636,-1451.9399999999998,0,150,1
20011,-1497.4600000000005,0,131,1
68243,-1412.2400000000005,0,136,1
85635,-1629.3300000000004,0,163,1
36923,-1842.8000000000004,0,144,1
77514,-1257.1999999999998,0,158,1
77514,147.3,27,0,1
32168,-1716.42,0,117,1
70729,-901.4999999999998,0,71,1
32168,163.26,24,0,1
11460,-1430.2200000000005,0,113,1
11460,168.75,30,0,1
31974,-1567.850000000001,0,167,1
31974,143.18000000000004,23,0,1
87718,-1802.7100000000005,0,115,1
75881,-1610.6300000000003,0,107,1
67539,-1866.550000000001,0,192,1
64101,-1479.1300000000003,0,92,1
24375,191.33,24,0,1
70729,121.5,21,0,1
45028,-2058.970000000001,0,126,1
84242,-989.14,0,78,1
72132,-1626.7300000000016,0,214,1
70417,-2158.190000000002,0,198,1
37205,-1743.41,0,126,1
70417,136.15,27,0,1
35802,-1504.3000000000015,0,160,1
65401,-1287.3900000000003,0,161,1
35802,124.7,22,0,1
75611,-992.3199999999998,0,89,1
27845,189.28,29,0,1
48432,-1933.590000000002,0,213,1
79411,-1612.2500000000011,0,165,1
53842,-1444.800000000001,0,149,1
31949,-2171.370000000001,0,185,1
4585,-1694.8600000000004,0,184,1
14601,-1670.750000000001,0,120,1
41688,-1557.2600000000004,0,219,1
75611,65.0,11,0,1
62440,-1523.3000000000004,0,175,1
68236,-1816.2700000000004,0,138,1
24890,-1772.1100000000006,0,171,1
25429,-1482.6400000000006,0,168,1
55326,-979.73,0,146,1
30158,-1780.99,0,161,1
71469,-1607.84,0,126,1
87805,-1179.8699999999997,0,117,1
77171,-1757.2400000000005,0,160,1
60186,-2100.7000000000003,0,135,1
76564,-1597.2100000000012,0,146,1
100169,-1116.9100000000003,0,99,1
75369,-1649.14,0,109,1
98102,-1301.2300000000002,0,100,1
65922,-2387.0100000000007,0,214,1
95152,-1165.89,0,93,1
59555,-1892.5900000000008,0,140,1
8097,-2499.7100000000005,0,139,1
72581,-1001.4299999999996,0,142,1
86922,-1669.3800000000006,0,131,1
33882,-1736.5300000000004,0,137,1
41950,-1417.4699999999998,0,108,1
22633,177.1,26,0,1
43947,-1603.7900000000009,0,175,1
27308,-2105.8700000000003,0,92,1
25451,-1552.0300000000009,0,204,1
27308,53.5,8,0,1
68445,-1656.8500000000004,0,164,1
25155,-953.76,0,79,1
84802,112.95,20,0,1
21887,-1511.2700000000002,0,87,1
25155,103.57,12,0,1
79889,-1928.1900000000007,0,183,1
49569,-1871.8400000000008,0,131,1
35468,-1290.36,0,97,1
10716,-1418.8000000000002,0,83,1
44674,106.25,20,0,1
55119,-1498.39,0,106,1
73305,160.5,25,0,1
17041,-1827.8100000000024,0,182,1
13736,59.8,12,0,1
15173,-1399.3100000000002,0,115,1
41147,-1312.9,0,102,1
